#treeName,Method,NumericalLogZ,logZ
sim--2142322983.msf.Rep0,Adaptive,0.0,-1397.0675859488426
sim--2142322983.msf.Rep1,Adaptive,0.0,-1399.0124498541713
sim--2142322983.msf.Rep2,Adaptive,0.0,-1401.2739976927614
sim--2142322983.msf.Rep3,Adaptive,0.0,-1395.3895341520558
sim--2142322983.msf.Rep4,Adaptive,0.0,-1397.298459271189
sim--2142322983.msf.Rep5,Adaptive,0.0,-1397.7863739962697
sim--2142322983.msf.Rep6,Adaptive,0.0,-1385.3306211302365
sim--2142322983.msf.Rep7,Adaptive,0.0,-1396.7208985489071
sim--2142322983.msf.Rep8,Adaptive,0.0,-1397.3243786030587
sim--2142322983.msf.Rep9,Adaptive,0.0,-1391.8861758549185
