#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,-408.88646150005525,-402.47864523029864
sim-1121221206.msf.Rep0,Deterministic,-410.9279504398352,-402.45600759886594
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-402.5199425539685
sim-1121221206.msf.Rep0,SS,NA,-402.59962042315317
sim-1121221206.msf.Rep1,Adaptive,-406.58453727418987,-402.4760927072001
sim-1121221206.msf.Rep1,Deterministic,-423.9831704793376,-402.4808956863712
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-402.5329635617721
sim-1121221206.msf.Rep1,SS,NA,-402.5924256971873
sim-1121221206.msf.Rep2,Adaptive,-409.5435996761449,-402.4685886744602
sim-1121221206.msf.Rep2,Deterministic,-411.45489741754574,-402.50774124790576
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-402.53423540709286
sim-1121221206.msf.Rep2,SS,NA,-402.4420359602106
sim-1121221206.msf.Rep3,Adaptive,-415.9056733865707,-402.5038539360346
sim-1121221206.msf.Rep3,Deterministic,-410.31771473125883,-402.4305193286654
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-402.4691702311877
sim-1121221206.msf.Rep3,SS,NA,-402.53425898923706
sim-1121221206.msf.Rep4,Adaptive,-408.2614882507969,-402.4633920265911
sim-1121221206.msf.Rep4,Deterministic,-405.7922013986161,-402.5065575706487
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-402.46460881393034
sim-1121221206.msf.Rep4,SS,NA,-402.5479967245065
sim-1121221206.msf.Rep5,Adaptive,-414.8226114312538,-402.4731500610182
sim-1121221206.msf.Rep5,Deterministic,-411.53640988656696,-402.4696669284008
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-402.6066114858859
sim-1121221206.msf.Rep5,SS,NA,-402.52709027885953
sim-1121221206.msf.Rep6,Adaptive,-400.8492380193091,-402.44085442898637
sim-1121221206.msf.Rep6,Deterministic,-424.45040504649717,-402.42869336180627
sim-1121221206.msf.Rep6,MCMC,NA,0.0
