#treeName,Method,NumericalLogZ,logZ
sim--678403297.msf.Rep0,MCMC,NA,0.0
sim--678403297.msf.Rep0,LIS,NA,-1251.1074739852472
sim--678403297.msf.Rep0,SS,NA,-1251.4071956803202
sim--678403297.msf.Rep1,MCMC,NA,0.0
sim--678403297.msf.Rep1,LIS,NA,-1254.2170851387093
sim--678403297.msf.Rep1,SS,NA,-1253.8831671066503
sim--678403297.msf.Rep2,MCMC,NA,0.0
sim--678403297.msf.Rep2,LIS,NA,-1253.4417874127414
sim--678403297.msf.Rep2,SS,NA,-1252.1159518000613
sim--678403297.msf.Rep3,MCMC,NA,0.0
sim--678403297.msf.Rep3,LIS,NA,-1252.4843252788614
sim--678403297.msf.Rep3,SS,NA,-1253.8128019562819
sim--678403297.msf.Rep4,MCMC,NA,0.0
sim--678403297.msf.Rep4,LIS,NA,-1250.9560220171536
sim--678403297.msf.Rep4,SS,NA,-1252.7456267215098
sim--678403297.msf.Rep5,MCMC,NA,0.0
sim--678403297.msf.Rep5,LIS,NA,-1254.8926402323953
sim--678403297.msf.Rep5,SS,NA,-1252.060784197946
sim--678403297.msf.Rep6,MCMC,NA,0.0
sim--678403297.msf.Rep6,LIS,NA,-1250.4104135292628
sim--678403297.msf.Rep6,SS,NA,-1252.4550023387435
sim--678403297.msf.Rep7,MCMC,NA,0.0
sim--678403297.msf.Rep7,LIS,NA,-1253.757728171076
sim--678403297.msf.Rep7,SS,NA,-1254.2770097992989
sim--678403297.msf.Rep8,MCMC,NA,0.0
sim--678403297.msf.Rep8,LIS,NA,-1255.2268595287405
sim--678403297.msf.Rep8,SS,NA,-1252.7358503716523
sim--678403297.msf.Rep9,MCMC,NA,0.0
sim--678403297.msf.Rep9,LIS,NA,-1253.2495049461131
sim--678403297.msf.Rep9,SS,NA,-1259.2118624944123
sim--678403297.msf.Rep10,MCMC,NA,0.0
sim--678403297.msf.Rep10,LIS,NA,-1251.5892184813408
sim--678403297.msf.Rep10,SS,NA,-1248.5091197375805
sim--678403297.msf.Rep11,MCMC,NA,0.0
sim--678403297.msf.Rep11,LIS,NA,-1251.7884868347694
sim--678403297.msf.Rep11,SS,NA,-1253.4916188238685
sim--678403297.msf.Rep12,MCMC,NA,0.0
sim--678403297.msf.Rep12,LIS,NA,-1252.163314963793
sim--678403297.msf.Rep12,SS,NA,-1252.7208083771382
sim--678403297.msf.Rep13,MCMC,NA,0.0
sim--678403297.msf.Rep13,LIS,NA,-1252.0158426282032
sim--678403297.msf.Rep13,SS,NA,-1254.314451208737
sim--678403297.msf.Rep14,MCMC,NA,0.0
sim--678403297.msf.Rep14,LIS,NA,-1249.0448645871097
sim--678403297.msf.Rep14,SS,NA,-1254.2756813344265
sim--678403297.msf.Rep15,MCMC,NA,0.0
sim--678403297.msf.Rep15,LIS,NA,-1250.8291085172982
sim--678403297.msf.Rep15,SS,NA,-1255.1240020595803
sim--678403297.msf.Rep16,MCMC,NA,0.0
sim--678403297.msf.Rep16,LIS,NA,-1248.0579044490132
sim--678403297.msf.Rep16,SS,NA,-1251.5133194218604
sim--678403297.msf.Rep17,MCMC,NA,0.0
sim--678403297.msf.Rep17,LIS,NA,-1255.763780258797
sim--678403297.msf.Rep17,SS,NA,-1256.8279034596344
sim--678403297.msf.Rep18,MCMC,NA,0.0
sim--678403297.msf.Rep18,LIS,NA,-1252.7950525844471
sim--678403297.msf.Rep18,SS,NA,-1254.1726822195462
sim--678403297.msf.Rep19,MCMC,NA,0.0
sim--678403297.msf.Rep19,LIS,NA,-1255.0807025855433
sim--678403297.msf.Rep19,SS,NA,-1254.5479503706924
