"","X.Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","SMCSamplerExperiments.mainRand","SMCSamplerExperiments.alphaSMCSampler","gen.rand","gen.treeRate","SMCSamplerExperiments.iterScalings","gen.useNonclock","Method"
"178","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim-1629297433.msf",207577,333,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"179","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.089415485588889,"sim-1629297433.msf",207577,333,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"180","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.000816623560725515,"sim-1629297433.msf",207577,333,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"181","ANNEALING","ANNEALING TRUE",0,4930,100,0,"ConsensusLogLL",-2068.42393217423,"sim--1601328191.msf",120296,111,0.99999,7001,10,"100 200000","true"," ASMC"
"183","ANNEALING","ANNEALING TRUE",0,4930,100,0,"PartitionMetric",0,"sim--1601328191.msf",120296,111,0.99999,7001,10,"100 200000","true"," ASMC"
"184","ANNEALING","ANNEALING TRUE",0,4930,100,0,"RobinsonFouldsMetric",0.140661134876078,"sim--1601328191.msf",120296,111,0.99999,7001,10,"100 200000","true"," ASMC"
"185","ANNEALING","ANNEALING TRUE",0,4930,100,0,"KuhnerFelsenstein",0.00260937482798371,"sim--1601328191.msf",120296,111,0.99999,7001,10,"100 200000","true"," ASMC"
"186","ANNEALING","ANNEALING FALSE",0,4930,100,0,"ConsensusLogLL",-2068.19596712593,"sim--1601328191.msf",81528,111,0.99999,7001,10,"100 200000","true"," DASMC"
"188","ANNEALING","ANNEALING FALSE",0,4930,100,0,"PartitionMetric",0,"sim--1601328191.msf",81528,111,0.99999,7001,10,"100 200000","true"," DASMC"
"189","ANNEALING","ANNEALING FALSE",0,4930,100,0,"RobinsonFouldsMetric",0.13250268312412,"sim--1601328191.msf",81528,111,0.99999,7001,10,"100 200000","true"," DASMC"
"190","ANNEALING","ANNEALING FALSE",0,4930,100,0,"KuhnerFelsenstein",0.00234898975065485,"sim--1601328191.msf",81528,111,0.99999,7001,10,"100 200000","true"," DASMC"
"191","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2068.72167027298,"sim--1601328191.msf",237380,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"193","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--1601328191.msf",237380,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"194","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.139129479464103,"sim--1601328191.msf",237380,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"195","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00247040046669531,"sim--1601328191.msf",237380,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"196","ANNEALING","ANNEALING TRUE",0,4851,100,0,"ConsensusLogLL",-1918.24653146473,"sim--1928626229.msf",152795,111,0.99999,7001,10,"100 200000","true"," ASMC"
"198","ANNEALING","ANNEALING TRUE",0,4851,100,0,"PartitionMetric",0,"sim--1928626229.msf",152795,111,0.99999,7001,10,"100 200000","true"," ASMC"
"199","ANNEALING","ANNEALING TRUE",0,4851,100,0,"RobinsonFouldsMetric",0.109477629842478,"sim--1928626229.msf",152795,111,0.99999,7001,10,"100 200000","true"," ASMC"
"200","ANNEALING","ANNEALING TRUE",0,4851,100,0,"KuhnerFelsenstein",0.00138124675507015,"sim--1928626229.msf",152795,111,0.99999,7001,10,"100 200000","true"," ASMC"
"201","ANNEALING","ANNEALING FALSE",0,4851,100,0,"ConsensusLogLL",-1918.11250701006,"sim--1928626229.msf",75099,111,0.99999,7001,10,"100 200000","true"," DASMC"
"203","ANNEALING","ANNEALING FALSE",0,4851,100,0,"PartitionMetric",0,"sim--1928626229.msf",75099,111,0.99999,7001,10,"100 200000","true"," DASMC"
"204","ANNEALING","ANNEALING FALSE",0,4851,100,0,"RobinsonFouldsMetric",0.108386848207833,"sim--1928626229.msf",75099,111,0.99999,7001,10,"100 200000","true"," DASMC"
"205","ANNEALING","ANNEALING FALSE",0,4851,100,0,"KuhnerFelsenstein",0.00125513852085988,"sim--1928626229.msf",75099,111,0.99999,7001,10,"100 200000","true"," DASMC"
"206","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-1928.80054371187,"sim--1928626229.msf",119311,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"208","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",4,"sim--1928626229.msf",119311,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"209","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.145479763864294,"sim--1928626229.msf",119311,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"210","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00166198483653024,"sim--1928626229.msf",119311,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"211","ANNEALING","ANNEALING TRUE",0,5319,100,0,"ConsensusLogLL",-2324.19868266965,"sim-1659456014.msf",220771,111,0.99999,7001,10,"100 200000","true"," ASMC"
"213","ANNEALING","ANNEALING TRUE",0,5319,100,0,"PartitionMetric",0,"sim-1659456014.msf",220771,111,0.99999,7001,10,"100 200000","true"," ASMC"
"214","ANNEALING","ANNEALING TRUE",0,5319,100,0,"RobinsonFouldsMetric",0.163297799660635,"sim-1659456014.msf",220771,111,0.99999,7001,10,"100 200000","true"," ASMC"
"215","ANNEALING","ANNEALING TRUE",0,5319,100,0,"KuhnerFelsenstein",0.00270127518427716,"sim-1659456014.msf",220771,111,0.99999,7001,10,"100 200000","true"," ASMC"
"216","ANNEALING","ANNEALING FALSE",0,5319,100,0,"ConsensusLogLL",-2324.46346137113,"sim-1659456014.msf",98315,111,0.99999,7001,10,"100 200000","true"," DASMC"
"218","ANNEALING","ANNEALING FALSE",0,5319,100,0,"PartitionMetric",0,"sim-1659456014.msf",98315,111,0.99999,7001,10,"100 200000","true"," DASMC"
"219","ANNEALING","ANNEALING FALSE",0,5319,100,0,"RobinsonFouldsMetric",0.163961216960341,"sim-1659456014.msf",98315,111,0.99999,7001,10,"100 200000","true"," DASMC"
"220","ANNEALING","ANNEALING FALSE",0,5319,100,0,"KuhnerFelsenstein",0.00289773790895477,"sim-1659456014.msf",98315,111,0.99999,7001,10,"100 200000","true"," DASMC"
"221","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2325.36614499961,"sim-1659456014.msf",209198,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"223","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim-1659456014.msf",209198,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"224","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.187495878637567,"sim-1659456014.msf",209198,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"225","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00452910309750782,"sim-1659456014.msf",209198,111,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"226","ANNEALING","ANNEALING TRUE",0,4949,100,0,"ConsensusLogLL",-1812.45143262594,"sim--1990233722.msf",189918,111,0.99999,6001,10,"100 200000","true"," ASMC"
"228","ANNEALING","ANNEALING TRUE",0,4949,100,0,"PartitionMetric",0,"sim--1990233722.msf",189918,111,0.99999,6001,10,"100 200000","true"," ASMC"
"229","ANNEALING","ANNEALING TRUE",0,4949,100,0,"RobinsonFouldsMetric",0.0719884515294168,"sim--1990233722.msf",189918,111,0.99999,6001,10,"100 200000","true"," ASMC"
"230","ANNEALING","ANNEALING TRUE",0,4949,100,0,"KuhnerFelsenstein",0.000740754342724796,"sim--1990233722.msf",189918,111,0.99999,6001,10,"100 200000","true"," ASMC"
"231","ANNEALING","ANNEALING FALSE",0,4949,100,0,"ConsensusLogLL",-1812.5242629703,"sim--1990233722.msf",101927,111,0.99999,6001,10,"100 200000","true"," DASMC"
"233","ANNEALING","ANNEALING FALSE",0,4949,100,0,"PartitionMetric",0,"sim--1990233722.msf",101927,111,0.99999,6001,10,"100 200000","true"," DASMC"
"234","ANNEALING","ANNEALING FALSE",0,4949,100,0,"RobinsonFouldsMetric",0.0850620786994125,"sim--1990233722.msf",101927,111,0.99999,6001,10,"100 200000","true"," DASMC"
"235","ANNEALING","ANNEALING FALSE",0,4949,100,0,"KuhnerFelsenstein",0.000948836668580836,"sim--1990233722.msf",101927,111,0.99999,6001,10,"100 200000","true"," DASMC"
"236","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-1812.77331954859,"sim--1990233722.msf",197531,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"238","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--1990233722.msf",197531,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"239","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.0809920786994125,"sim--1990233722.msf",197531,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"240","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.000842626845913379,"sim--1990233722.msf",197531,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"241","ANNEALING","ANNEALING TRUE",0,4846,100,0,"ConsensusLogLL",-1500.86404307615,"sim--203213826.msf",111517,111,0.99999,6001,10,"100 200000","true"," ASMC"
"243","ANNEALING","ANNEALING TRUE",0,4846,100,0,"PartitionMetric",0,"sim--203213826.msf",111517,111,0.99999,6001,10,"100 200000","true"," ASMC"
"244","ANNEALING","ANNEALING TRUE",0,4846,100,0,"RobinsonFouldsMetric",0.0752780365993353,"sim--203213826.msf",111517,111,0.99999,6001,10,"100 200000","true"," ASMC"
"245","ANNEALING","ANNEALING TRUE",0,4846,100,0,"KuhnerFelsenstein",0.000479289069430119,"sim--203213826.msf",111517,111,0.99999,6001,10,"100 200000","true"," ASMC"
"246","ANNEALING","ANNEALING FALSE",0,4846,100,0,"ConsensusLogLL",-1500.76670727977,"sim--203213826.msf",125905,111,0.99999,6001,10,"100 200000","true"," DASMC"
"248","ANNEALING","ANNEALING FALSE",0,4846,100,0,"PartitionMetric",0,"sim--203213826.msf",125905,111,0.99999,6001,10,"100 200000","true"," DASMC"
"249","ANNEALING","ANNEALING FALSE",0,4846,100,0,"RobinsonFouldsMetric",0.0714745477791778,"sim--203213826.msf",125905,111,0.99999,6001,10,"100 200000","true"," DASMC"
"250","ANNEALING","ANNEALING FALSE",0,4846,100,0,"KuhnerFelsenstein",0.000417951405811725,"sim--203213826.msf",125905,111,0.99999,6001,10,"100 200000","true"," DASMC"
"251","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-1503.02950535897,"sim--203213826.msf",190326,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"253","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",2,"sim--203213826.msf",190326,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"254","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.0677345477791778,"sim--203213826.msf",190326,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"255","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.000386125782382314,"sim--203213826.msf",190326,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"256","ANNEALING","ANNEALING TRUE",0,5428,100,0,"ConsensusLogLL",-2088.85102346564,"sim--677328327.msf",113504,111,0.99999,6001,10,"100 200000","true"," ASMC"
"258","ANNEALING","ANNEALING TRUE",0,5428,100,0,"PartitionMetric",0,"sim--677328327.msf",113504,111,0.99999,6001,10,"100 200000","true"," ASMC"
"259","ANNEALING","ANNEALING TRUE",0,5428,100,0,"RobinsonFouldsMetric",0.162839514122408,"sim--677328327.msf",113504,111,0.99999,6001,10,"100 200000","true"," ASMC"
"260","ANNEALING","ANNEALING TRUE",0,5428,100,0,"KuhnerFelsenstein",0.00431535202460032,"sim--677328327.msf",113504,111,0.99999,6001,10,"100 200000","true"," ASMC"
"261","ANNEALING","ANNEALING FALSE",0,5428,100,0,"ConsensusLogLL",-2088.00714173979,"sim--677328327.msf",129845,111,0.99999,6001,10,"100 200000","true"," DASMC"
"263","ANNEALING","ANNEALING FALSE",0,5428,100,0,"PartitionMetric",0,"sim--677328327.msf",129845,111,0.99999,6001,10,"100 200000","true"," DASMC"
"264","ANNEALING","ANNEALING FALSE",0,5428,100,0,"RobinsonFouldsMetric",0.134278473773475,"sim--677328327.msf",129845,111,0.99999,6001,10,"100 200000","true"," DASMC"
"265","ANNEALING","ANNEALING FALSE",0,5428,100,0,"KuhnerFelsenstein",0.00304818073662624,"sim--677328327.msf",129845,111,0.99999,6001,10,"100 200000","true"," DASMC"
"266","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2087.72635142142,"sim--677328327.msf",186538,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"268","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--677328327.msf",186538,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"269","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.151119112077968,"sim--677328327.msf",186538,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"270","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00618106940374298,"sim--677328327.msf",186538,111,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"271","ANNEALING","ANNEALING TRUE",0,4938,100,0,"ConsensusLogLL",-1811.8612428161,"sim--1990233722.msf",190596,222,0.99999,6001,10,"100 200000","true"," ASMC"
"273","ANNEALING","ANNEALING TRUE",0,4938,100,0,"PartitionMetric",0,"sim--1990233722.msf",190596,222,0.99999,6001,10,"100 200000","true"," ASMC"
"274","ANNEALING","ANNEALING TRUE",0,4938,100,0,"RobinsonFouldsMetric",0.0834620786994125,"sim--1990233722.msf",190596,222,0.99999,6001,10,"100 200000","true"," ASMC"
"275","ANNEALING","ANNEALING TRUE",0,4938,100,0,"KuhnerFelsenstein",0.00098438269907542,"sim--1990233722.msf",190596,222,0.99999,6001,10,"100 200000","true"," ASMC"
"276","ANNEALING","ANNEALING FALSE",0,4938,100,0,"ConsensusLogLL",-1812.25222281593,"sim--1990233722.msf",81342,222,0.99999,6001,10,"100 200000","true"," DASMC"
"278","ANNEALING","ANNEALING FALSE",0,4938,100,0,"PartitionMetric",0,"sim--1990233722.msf",81342,222,0.99999,6001,10,"100 200000","true"," DASMC"
"279","ANNEALING","ANNEALING FALSE",0,4938,100,0,"RobinsonFouldsMetric",0.0804720786994126,"sim--1990233722.msf",81342,222,0.99999,6001,10,"100 200000","true"," DASMC"
"280","ANNEALING","ANNEALING FALSE",0,4938,100,0,"KuhnerFelsenstein",0.000855661079646773,"sim--1990233722.msf",81342,222,0.99999,6001,10,"100 200000","true"," DASMC"
"281","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-1812.52957294483,"sim--1990233722.msf",220184,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"283","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--1990233722.msf",220184,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"284","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.0852859324859967,"sim--1990233722.msf",220184,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"285","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.000911416997144786,"sim--1990233722.msf",220184,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"286","ANNEALING","ANNEALING TRUE",0,4843,100,0,"ConsensusLogLL",-1500.70757146691,"sim--203213826.msf",146664,222,0.99999,6001,10,"100 200000","true"," ASMC"
"288","ANNEALING","ANNEALING TRUE",0,4843,100,0,"PartitionMetric",0,"sim--203213826.msf",146664,222,0.99999,6001,10,"100 200000","true"," ASMC"
"289","ANNEALING","ANNEALING TRUE",0,4843,100,0,"RobinsonFouldsMetric",0.0767245477791778,"sim--203213826.msf",146664,222,0.99999,6001,10,"100 200000","true"," ASMC"
"290","ANNEALING","ANNEALING TRUE",0,4843,100,0,"KuhnerFelsenstein",0.000456082359419216,"sim--203213826.msf",146664,222,0.99999,6001,10,"100 200000","true"," ASMC"
"291","ANNEALING","ANNEALING FALSE",0,4843,100,0,"ConsensusLogLL",-1501.02029989759,"sim--203213826.msf",67906,222,0.99999,6001,10,"100 200000","true"," DASMC"
"293","ANNEALING","ANNEALING FALSE",0,4843,100,0,"PartitionMetric",0,"sim--203213826.msf",67906,222,0.99999,6001,10,"100 200000","true"," DASMC"
"294","ANNEALING","ANNEALING FALSE",0,4843,100,0,"RobinsonFouldsMetric",0.0664745477791778,"sim--203213826.msf",67906,222,0.99999,6001,10,"100 200000","true"," DASMC"
"295","ANNEALING","ANNEALING FALSE",0,4843,100,0,"KuhnerFelsenstein",0.000363360504982463,"sim--203213826.msf",67906,222,0.99999,6001,10,"100 200000","true"," DASMC"
"296","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-1501.99953142364,"sim--203213826.msf",167464,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"298","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",2,"sim--203213826.msf",167464,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"299","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.0759845477791778,"sim--203213826.msf",167464,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"300","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00039968529217953,"sim--203213826.msf",167464,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"301","ANNEALING","ANNEALING TRUE",0,5299,100,0,"ConsensusLogLL",-2088.29557401767,"sim--677328327.msf",141899,222,0.99999,6001,10,"100 200000","true"," ASMC"
"303","ANNEALING","ANNEALING TRUE",0,5299,100,0,"PartitionMetric",0,"sim--677328327.msf",141899,222,0.99999,6001,10,"100 200000","true"," ASMC"
"304","ANNEALING","ANNEALING TRUE",0,5299,100,0,"RobinsonFouldsMetric",0.141040051945731,"sim--677328327.msf",141899,222,0.99999,6001,10,"100 200000","true"," ASMC"
"305","ANNEALING","ANNEALING TRUE",0,5299,100,0,"KuhnerFelsenstein",0.00345044326983081,"sim--677328327.msf",141899,222,0.99999,6001,10,"100 200000","true"," ASMC"
"306","ANNEALING","ANNEALING FALSE",0,5299,100,0,"ConsensusLogLL",-2087.58779303034,"sim--677328327.msf",168135,222,0.99999,6001,10,"100 200000","true"," DASMC"
"308","ANNEALING","ANNEALING FALSE",0,5299,100,0,"PartitionMetric",0,"sim--677328327.msf",168135,222,0.99999,6001,10,"100 200000","true"," DASMC"
"309","ANNEALING","ANNEALING FALSE",0,5299,100,0,"RobinsonFouldsMetric",0.126778473773475,"sim--677328327.msf",168135,222,0.99999,6001,10,"100 200000","true"," DASMC"
"310","ANNEALING","ANNEALING FALSE",0,5299,100,0,"KuhnerFelsenstein",0.00271290955441953,"sim--677328327.msf",168135,222,0.99999,6001,10,"100 200000","true"," DASMC"
"311","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2088.29910421065,"sim--677328327.msf",155054,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"313","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--677328327.msf",155054,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"314","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.143321481979536,"sim--677328327.msf",155054,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"315","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00496846044565139,"sim--677328327.msf",155054,222,0.99999,6001,10,"100 200000","true","CSMC-Nonclock"
"316","ANNEALING","ANNEALING TRUE",0,4978,100,0,"ConsensusLogLL",-1903.03959320808,"sim--1623961426.msf",155820,222,0.99999,10001,10,"100 200000","true"," ASMC"
"318","ANNEALING","ANNEALING TRUE",0,4978,100,0,"PartitionMetric",0,"sim--1623961426.msf",155820,222,0.99999,10001,10,"100 200000","true"," ASMC"
"319","ANNEALING","ANNEALING TRUE",0,4978,100,0,"RobinsonFouldsMetric",0.117365487426641,"sim--1623961426.msf",155820,222,0.99999,10001,10,"100 200000","true"," ASMC"
"320","ANNEALING","ANNEALING TRUE",0,4978,100,0,"KuhnerFelsenstein",0.00201359552249247,"sim--1623961426.msf",155820,222,0.99999,10001,10,"100 200000","true"," ASMC"
"321","ANNEALING","ANNEALING FALSE",0,4978,100,0,"ConsensusLogLL",-1902.29921269214,"sim--1623961426.msf",141843,222,0.99999,10001,10,"100 200000","true"," DASMC"
"323","ANNEALING","ANNEALING FALSE",0,4978,100,0,"PartitionMetric",0,"sim--1623961426.msf",141843,222,0.99999,10001,10,"100 200000","true"," DASMC"
"324","ANNEALING","ANNEALING FALSE",0,4978,100,0,"RobinsonFouldsMetric",0.12272033913513,"sim--1623961426.msf",141843,222,0.99999,10001,10,"100 200000","true"," DASMC"
"325","ANNEALING","ANNEALING FALSE",0,4978,100,0,"KuhnerFelsenstein",0.00252519621636831,"sim--1623961426.msf",141843,222,0.99999,10001,10,"100 200000","true"," DASMC"
"326","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-1902.82675816133,"sim--1623961426.msf",173266,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"328","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--1623961426.msf",173266,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"329","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.106580799390846,"sim--1623961426.msf",173266,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"330","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00165542984663104,"sim--1623961426.msf",173266,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"331","ANNEALING","ANNEALING TRUE",0,5415,100,0,"ConsensusLogLL",-2185.99410834618,"sim-1280748396.msf",100445,222,0.99999,10001,10,"100 200000","true"," ASMC"
"333","ANNEALING","ANNEALING TRUE",0,5415,100,0,"PartitionMetric",2,"sim-1280748396.msf",100445,222,0.99999,10001,10,"100 200000","true"," ASMC"
"334","ANNEALING","ANNEALING TRUE",0,5415,100,0,"RobinsonFouldsMetric",0.201921699638443,"sim-1280748396.msf",100445,222,0.99999,10001,10,"100 200000","true"," ASMC"
"335","ANNEALING","ANNEALING TRUE",0,5415,100,0,"KuhnerFelsenstein",0.00746877206875265,"sim-1280748396.msf",100445,222,0.99999,10001,10,"100 200000","true"," ASMC"
"336","ANNEALING","ANNEALING FALSE",0,5415,100,0,"ConsensusLogLL",-2185.99733286696,"sim-1280748396.msf",150751,222,0.99999,10001,10,"100 200000","true"," DASMC"
"338","ANNEALING","ANNEALING FALSE",0,5415,100,0,"PartitionMetric",2,"sim-1280748396.msf",150751,222,0.99999,10001,10,"100 200000","true"," DASMC"
"339","ANNEALING","ANNEALING FALSE",0,5415,100,0,"RobinsonFouldsMetric",0.199802173895234,"sim-1280748396.msf",150751,222,0.99999,10001,10,"100 200000","true"," DASMC"
"340","ANNEALING","ANNEALING FALSE",0,5415,100,0,"KuhnerFelsenstein",0.00742792281862222,"sim-1280748396.msf",150751,222,0.99999,10001,10,"100 200000","true"," DASMC"
"341","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2186.61632499092,"sim-1280748396.msf",225128,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"343","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim-1280748396.msf",225128,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"344","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.174281699638443,"sim-1280748396.msf",225128,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"345","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0045984916192711,"sim-1280748396.msf",225128,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"346","ANNEALING","ANNEALING TRUE",0,5196,100,0,"ConsensusLogLL",-2337.69123091018,"sim-994172857.msf",115071,222,0.99999,10001,10,"100 200000","true"," ASMC"
"348","ANNEALING","ANNEALING TRUE",0,5196,100,0,"PartitionMetric",0,"sim-994172857.msf",115071,222,0.99999,10001,10,"100 200000","true"," ASMC"
"349","ANNEALING","ANNEALING TRUE",0,5196,100,0,"RobinsonFouldsMetric",0.146637370125603,"sim-994172857.msf",115071,222,0.99999,10001,10,"100 200000","true"," ASMC"
"350","ANNEALING","ANNEALING TRUE",0,5196,100,0,"KuhnerFelsenstein",0.00260365254667789,"sim-994172857.msf",115071,222,0.99999,10001,10,"100 200000","true"," ASMC"
"351","ANNEALING","ANNEALING FALSE",0,5196,100,0,"ConsensusLogLL",-2337.44556507903,"sim-994172857.msf",64185,222,0.99999,10001,10,"100 200000","true"," DASMC"
"353","ANNEALING","ANNEALING FALSE",0,5196,100,0,"PartitionMetric",0,"sim-994172857.msf",64185,222,0.99999,10001,10,"100 200000","true"," DASMC"
"354","ANNEALING","ANNEALING FALSE",0,5196,100,0,"RobinsonFouldsMetric",0.142567546801989,"sim-994172857.msf",64185,222,0.99999,10001,10,"100 200000","true"," DASMC"
"355","ANNEALING","ANNEALING FALSE",0,5196,100,0,"KuhnerFelsenstein",0.0023975057507422,"sim-994172857.msf",64185,222,0.99999,10001,10,"100 200000","true"," DASMC"
"356","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2337.43648213017,"sim-994172857.msf",117428,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"358","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim-994172857.msf",117428,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"359","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.15677732695957,"sim-994172857.msf",117428,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"360","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00291752542471624,"sim-994172857.msf",117428,222,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
