#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,0.0,-772.0145665683373
sim-1121221206.msf.Rep0,Deterministic,0.0,-771.6958652060166
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-772.1138212061168
sim-1121221206.msf.Rep0,SS,NA,-772.0517722777913
sim-1121221206.msf.Rep1,Adaptive,0.0,-771.9061558664456
sim-1121221206.msf.Rep1,Deterministic,0.0,-771.8064779757746
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-771.9734887195314
sim-1121221206.msf.Rep1,SS,NA,-772.1295397140135
sim-1121221206.msf.Rep2,Adaptive,0.0,-771.8040953795054
sim-1121221206.msf.Rep2,Deterministic,0.0,-771.8444019656779
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-772.3245506071563
sim-1121221206.msf.Rep2,SS,NA,-772.0531597915083
sim-1121221206.msf.Rep3,Adaptive,0.0,-771.8270571656767
sim-1121221206.msf.Rep3,Deterministic,0.0,-771.916617908142
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-771.9728708023567
sim-1121221206.msf.Rep3,SS,NA,-772.1151312787656
sim-1121221206.msf.Rep4,Adaptive,0.0,-771.8961487106902
sim-1121221206.msf.Rep4,Deterministic,0.0,-771.8183975348101
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-772.2487243155606
sim-1121221206.msf.Rep4,SS,NA,-772.0507166700122
sim-1121221206.msf.Rep5,Adaptive,0.0,-771.8072613286623
sim-1121221206.msf.Rep5,Deterministic,0.0,-771.8300392473178
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-772.0869854286786
sim-1121221206.msf.Rep5,SS,NA,-772.1545388862277
sim-1121221206.msf.Rep6,Adaptive,0.0,-771.8877332686199
sim-1121221206.msf.Rep6,Deterministic,0.0,-771.5690016924253
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-772.11431304036
sim-1121221206.msf.Rep6,SS,NA,-772.1509921658443
sim-1121221206.msf.Rep7,Adaptive,0.0,-771.7148894532099
sim-1121221206.msf.Rep7,Deterministic,0.0,-772.0142758735715
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-772.225058259175
sim-1121221206.msf.Rep7,SS,NA,-772.0369324729002
sim-1121221206.msf.Rep8,Adaptive,0.0,-771.8725412955719
sim-1121221206.msf.Rep8,Deterministic,0.0,-771.7499728013755
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-772.1385958647973
sim-1121221206.msf.Rep8,SS,NA,-772.0000088977856
sim-1121221206.msf.Rep9,Adaptive,0.0,-771.8203551034148
sim-1121221206.msf.Rep9,Deterministic,0.0,-771.8754763755479
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-771.9784135495453
sim-1121221206.msf.Rep9,SS,NA,-771.9013779816989
