#treeName,Method,NumericalLogZ,logZ
sim--1286386272.msf.Rep0,Deterministic,0.0,-1366.7624541937832
sim--1286386272.msf.Rep1,Deterministic,0.0,-1366.134654377903
sim--1286386272.msf.Rep2,Deterministic,0.0,-1366.28528646754
sim--1286386272.msf.Rep3,Deterministic,0.0,-1366.5273907039154
sim--1286386272.msf.Rep4,Deterministic,0.0,-1366.3530440591642
sim--1286386272.msf.Rep5,Deterministic,0.0,-1366.3821461183238
sim--1286386272.msf.Rep6,Deterministic,0.0,-1366.4100113621755
sim--1286386272.msf.Rep7,Deterministic,0.0,-1366.2968298640474
sim--1286386272.msf.Rep8,Deterministic,0.0,-1366.6163570126535
sim--1286386272.msf.Rep9,Deterministic,0.0,-1366.5680457209187
sim--1286386272.msf.Rep10,Deterministic,0.0,-1366.3987475793053
sim--1286386272.msf.Rep11,Deterministic,0.0,-1366.9087221473867
sim--1286386272.msf.Rep12,Deterministic,0.0,-1366.4090396485688
sim--1286386272.msf.Rep13,Deterministic,0.0,-1366.5087878179525
sim--1286386272.msf.Rep14,Deterministic,0.0,-1366.674126449837
sim--1286386272.msf.Rep15,Deterministic,0.0,-1366.2720278165448
sim--1286386272.msf.Rep16,Deterministic,0.0,-1366.0831353598612
sim--1286386272.msf.Rep17,Deterministic,0.0,-1366.4865235731618
sim--1286386272.msf.Rep18,Deterministic,0.0,-1366.097419068816
sim--1286386272.msf.Rep19,Deterministic,0.0,-1366.318489656627
