#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,-412.35295150949946,-402.4190427105758
sim-1121221206.msf.Rep0,Deterministic,-414.32789527196155,-402.50967797967934
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-402.6041844913784
sim-1121221206.msf.Rep0,SS,NA,-402.6027598921192
sim-1121221206.msf.Rep1,Adaptive,-405.5823492708328,-402.38608417039165
sim-1121221206.msf.Rep1,Deterministic,-414.95193158701466,-402.4324077905932
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-402.5501521813392
sim-1121221206.msf.Rep1,SS,NA,-402.5319892029703
sim-1121221206.msf.Rep2,Adaptive,-416.21032852076604,-402.49968895490815
sim-1121221206.msf.Rep2,Deterministic,-408.6415990575951,-402.5027398627663
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-402.61130301968205
sim-1121221206.msf.Rep2,SS,NA,-402.56121269634184
sim-1121221206.msf.Rep3,Adaptive,-415.24754189678197,-402.4641140732786
sim-1121221206.msf.Rep3,Deterministic,-404.784395216138,-402.45121647840676
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-402.63780640292913
sim-1121221206.msf.Rep3,SS,NA,-402.55639078206457
sim-1121221206.msf.Rep4,Adaptive,-411.738602030452,-402.4386432530767
sim-1121221206.msf.Rep4,Deterministic,-415.3537006125011,-402.4902630562634
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-402.547851848281
sim-1121221206.msf.Rep4,SS,NA,-402.4906791634289
sim-1121221206.msf.Rep5,Adaptive,-410.42666404585253,-402.4473215052568
sim-1121221206.msf.Rep5,Deterministic,-405.8287721072354,-402.49171325447156
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-402.5771069635968
sim-1121221206.msf.Rep5,SS,NA,-402.549655595909
sim-1121221206.msf.Rep6,Adaptive,-410.321974906981,-402.46932725557195
sim-1121221206.msf.Rep6,Deterministic,-409.3068440140137,-402.51487907992066
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-402.61072412174514
sim-1121221206.msf.Rep6,SS,NA,-402.5628386068027
sim-1121221206.msf.Rep7,Adaptive,-410.7760890931751,-402.43059437466974
sim-1121221206.msf.Rep7,Deterministic,-399.6075380757717,-402.46077345188166
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-402.52638221202375
sim-1121221206.msf.Rep7,SS,NA,-402.4826881143076
sim-1121221206.msf.Rep8,Adaptive,-404.36185718893364,-402.4896565226347
sim-1121221206.msf.Rep8,Deterministic,-399.87323995876324,-402.4914450637468
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-402.54739562298295
sim-1121221206.msf.Rep8,SS,NA,-402.56451060743734
sim-1121221206.msf.Rep9,Adaptive,-409.4589133413879,-402.4005087482469
sim-1121221206.msf.Rep9,Deterministic,-401.9607937561202,-402.4274159583315
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-402.54757306835694
sim-1121221206.msf.Rep9,SS,NA,-402.48252324363074
sim-1121221206.msf.Rep10,Adaptive,-410.963254446854,-402.49686171471774
sim-1121221206.msf.Rep10,Deterministic,-421.44897473862204,-402.41027953504283
sim-1121221206.msf.Rep10,MCMC,NA,0.0
sim-1121221206.msf.Rep10,LIS,NA,-402.5694347848332
sim-1121221206.msf.Rep10,SS,NA,-402.52875013724747
sim-1121221206.msf.Rep11,Adaptive,-410.3864402820498,-402.4546540451128
sim-1121221206.msf.Rep11,Deterministic,-415.8887011195791,-402.5021949542106
sim-1121221206.msf.Rep11,MCMC,NA,0.0
sim-1121221206.msf.Rep11,LIS,NA,-402.5356981182044
sim-1121221206.msf.Rep11,SS,NA,-402.5769389559378
sim-1121221206.msf.Rep12,Adaptive,-408.02057500213476,-402.39511350773336
sim-1121221206.msf.Rep12,Deterministic,-415.0673207219999,-402.44843247575324
sim-1121221206.msf.Rep12,MCMC,NA,0.0
sim-1121221206.msf.Rep12,LIS,NA,-402.60384685750387
sim-1121221206.msf.Rep12,SS,NA,-402.55533745163854
sim-1121221206.msf.Rep13,Adaptive,-405.3075265093744,-402.42779458565207
sim-1121221206.msf.Rep13,Deterministic,-411.05913300057387,-402.42369863867606
sim-1121221206.msf.Rep13,MCMC,NA,0.0
sim-1121221206.msf.Rep13,LIS,NA,-402.51941702984925
sim-1121221206.msf.Rep13,SS,NA,-402.4870191147975
sim-1121221206.msf.Rep14,Adaptive,-419.1591292065487,-402.4672975919429
sim-1121221206.msf.Rep14,Deterministic,-417.7293297841619,-402.5588205397659
sim-1121221206.msf.Rep14,MCMC,NA,0.0
sim-1121221206.msf.Rep14,LIS,NA,-402.5357455348356
sim-1121221206.msf.Rep14,SS,NA,-402.6469940639138
sim-1121221206.msf.Rep15,Adaptive,-424.07095472478545,-402.46548041720223
sim-1121221206.msf.Rep15,Deterministic,-415.99053772562615,-402.42836620359964
sim-1121221206.msf.Rep15,MCMC,NA,0.0
sim-1121221206.msf.Rep15,LIS,NA,-402.5452844028341
sim-1121221206.msf.Rep15,SS,NA,-402.5513948402999
sim-1121221206.msf.Rep16,Adaptive,-408.31846595097363,-402.5048518317511
sim-1121221206.msf.Rep16,Deterministic,-420.29184445881225,-402.39966458093545
sim-1121221206.msf.Rep16,MCMC,NA,0.0
sim-1121221206.msf.Rep16,LIS,NA,-402.5420596081076
sim-1121221206.msf.Rep16,SS,NA,-402.55143805333535
sim-1121221206.msf.Rep17,Adaptive,-405.22344805051387,-402.45960643868426
sim-1121221206.msf.Rep17,Deterministic,-415.19502401155717,-402.51337419355195
