#treeName,Method,NumericalLogZ,logZ
sim-176216295.msf.Rep0,MCMC,NA,0.0
sim-176216295.msf.Rep0,LIS,NA,-2942.2594771422996
sim-176216295.msf.Rep0,SS,NA,-2958.9529607653103
sim-176216295.msf.Rep1,MCMC,NA,0.0
sim-176216295.msf.Rep1,LIS,NA,-2951.320687662054
sim-176216295.msf.Rep1,SS,NA,-2966.2160323251887
sim-176216295.msf.Rep2,MCMC,NA,0.0
sim-176216295.msf.Rep2,LIS,NA,-2958.006350276851
sim-176216295.msf.Rep2,SS,NA,-2962.037265046725
sim-176216295.msf.Rep3,MCMC,NA,0.0
sim-176216295.msf.Rep3,LIS,NA,-2957.1737919269785
sim-176216295.msf.Rep3,SS,NA,-2957.9776267504812
sim-176216295.msf.Rep4,MCMC,NA,0.0
sim-176216295.msf.Rep4,LIS,NA,-2952.71528413338
sim-176216295.msf.Rep4,SS,NA,-2967.9366014500224
sim-176216295.msf.Rep5,MCMC,NA,0.0
sim-176216295.msf.Rep5,LIS,NA,-2952.88804495017
sim-176216295.msf.Rep5,SS,NA,-2949.7029064753533
sim-176216295.msf.Rep6,MCMC,NA,0.0
sim-176216295.msf.Rep6,LIS,NA,-2955.59961455779
sim-176216295.msf.Rep6,SS,NA,-2962.2574152740335
sim-176216295.msf.Rep7,MCMC,NA,0.0
sim-176216295.msf.Rep7,LIS,NA,-2965.972904091956
sim-176216295.msf.Rep7,SS,NA,-2979.0426612359647
sim-176216295.msf.Rep8,MCMC,NA,0.0
sim-176216295.msf.Rep8,LIS,NA,-2953.9044720153684
sim-176216295.msf.Rep8,SS,NA,-2946.462697132061
sim-176216295.msf.Rep9,MCMC,NA,0.0
sim-176216295.msf.Rep9,LIS,NA,-2960.7722157665607
sim-176216295.msf.Rep9,SS,NA,-2957.8671829628265
sim-176216295.msf.Rep10,MCMC,NA,0.0
sim-176216295.msf.Rep10,LIS,NA,-2976.386000229901
sim-176216295.msf.Rep10,SS,NA,-2946.8993306627913
sim-176216295.msf.Rep11,MCMC,NA,0.0
sim-176216295.msf.Rep11,LIS,NA,-2953.6674007414927
sim-176216295.msf.Rep11,SS,NA,-2963.952034087034
sim-176216295.msf.Rep12,MCMC,NA,0.0
sim-176216295.msf.Rep12,LIS,NA,-2939.250599254247
sim-176216295.msf.Rep12,SS,NA,-2959.100648474894
sim-176216295.msf.Rep13,MCMC,NA,0.0
sim-176216295.msf.Rep13,LIS,NA,-2956.9272090907198
sim-176216295.msf.Rep13,SS,NA,-2975.9705847883156
sim-176216295.msf.Rep14,MCMC,NA,0.0
sim-176216295.msf.Rep14,LIS,NA,-2964.2511966090024
sim-176216295.msf.Rep14,SS,NA,-2987.0606272512337
sim-176216295.msf.Rep15,MCMC,NA,0.0
sim-176216295.msf.Rep15,LIS,NA,-2975.8744538122237
sim-176216295.msf.Rep15,SS,NA,-2956.469511294319
sim-176216295.msf.Rep16,MCMC,NA,0.0
sim-176216295.msf.Rep16,LIS,NA,-2990.375198550834
sim-176216295.msf.Rep16,SS,NA,-2960.491190445122
sim-176216295.msf.Rep17,MCMC,NA,0.0
sim-176216295.msf.Rep17,LIS,NA,-2983.394762129291
sim-176216295.msf.Rep17,SS,NA,-2959.932317125579
sim-176216295.msf.Rep18,MCMC,NA,0.0
sim-176216295.msf.Rep18,LIS,NA,-2938.9110414809647
sim-176216295.msf.Rep18,SS,NA,-2953.8463039062744
sim-176216295.msf.Rep19,MCMC,NA,0.0
sim-176216295.msf.Rep19,LIS,NA,-2943.6257187718625
sim-176216295.msf.Rep19,SS,NA,-2958.1626543082193
