"","#treeName","pi_1","pi_2","pi_3","pi_4","r_1","r_2","r_3","r_4","r_5","r_6","alpha","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,11.3861086085682,44,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"2","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,0.677105412092361,33,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"3","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,3.67252485733544,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"4","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,4.97543648106712,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"5","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,6.03640831021537,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"6","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,4.40252367616391,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"7","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,10.8197785607232,11,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"8","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,1.23145144273589,22,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"9","sim-947946789.msf.Rep0",0.223632393904608,0.29696999657137,0.260182333462684,0.260182333462684,0.13888962519003,0.114751691702601,0.252799440718571,0.215296379432887,0.108819582380179,0.169443280575732,20.8222967515514,33,0.999,1000,10,305,10,"500 100000 500 100000 500 100000"
"10","sim-947946789.msf.Rep0",0.223632393904608,0.29696999657137,0.260182333462684,0.260182333462684,0.13888962519003,0.114751691702601,0.252799440718571,0.215296379432887,0.108819582380179,0.169443280575732,3.77719418197284,11,0.999,1000,10,305,10,"500 100000 500 100000 500 100000"
