#treeName,Method,NumericalLogZ,logZ
sim--436676853.msf.Rep0,Adaptive,0.0,-1910.6758891632887
sim--436676853.msf.Rep0,Deterministic,0.0,-1910.572526775583
sim--436676853.msf.Rep0,MCMC,NA,0.0
sim--436676853.msf.Rep0,SS,NA,-1911.5718224572356
sim--436676853.msf.Rep1,Adaptive,0.0,-1911.0884836486323
sim--436676853.msf.Rep1,Deterministic,0.0,-1910.5783088658332
sim--436676853.msf.Rep1,MCMC,NA,0.0
sim--436676853.msf.Rep1,SS,NA,-1911.5319746694468
sim--436676853.msf.Rep2,Adaptive,0.0,-1911.5935204942955
sim--436676853.msf.Rep2,Deterministic,0.0,-1911.3525320778544
sim--436676853.msf.Rep2,MCMC,NA,0.0
sim--436676853.msf.Rep2,SS,NA,-1912.2000065814934
sim--436676853.msf.Rep3,Adaptive,0.0,-1910.5338790849937
sim--436676853.msf.Rep3,Deterministic,0.0,-1910.7092829953413
sim--436676853.msf.Rep3,MCMC,NA,0.0
sim--436676853.msf.Rep3,SS,NA,-1911.7396936674352
sim--436676853.msf.Rep4,Adaptive,0.0,-1910.9072903973884
sim--436676853.msf.Rep4,Deterministic,0.0,-1912.4092989860242
sim--436676853.msf.Rep4,MCMC,NA,0.0
sim--436676853.msf.Rep4,SS,NA,-1911.6099660451298
sim--436676853.msf.Rep5,Adaptive,0.0,-1911.0607810150357
sim--436676853.msf.Rep5,Deterministic,0.0,-1910.7023253878763
sim--436676853.msf.Rep5,MCMC,NA,0.0
sim--436676853.msf.Rep5,SS,NA,-1912.102817756754
sim--436676853.msf.Rep6,Adaptive,0.0,-1910.7991068717313
sim--436676853.msf.Rep6,Deterministic,0.0,-1909.961898238557
sim--436676853.msf.Rep6,MCMC,NA,0.0
sim--436676853.msf.Rep6,SS,NA,-1911.6660125544604
sim--436676853.msf.Rep7,Adaptive,0.0,-1911.0548058338281
sim--436676853.msf.Rep7,Deterministic,0.0,-1910.9247548921978
sim--436676853.msf.Rep7,MCMC,NA,0.0
sim--436676853.msf.Rep7,SS,NA,-1912.1782633416342
sim--436676853.msf.Rep8,Adaptive,0.0,-1911.2912669982122
sim--436676853.msf.Rep8,Deterministic,0.0,-1911.0439560508346
sim--436676853.msf.Rep8,MCMC,NA,0.0
sim--436676853.msf.Rep8,SS,NA,-1911.9825179291033
sim--436676853.msf.Rep9,Adaptive,0.0,-1910.8967896886782
sim--436676853.msf.Rep9,Deterministic,0.0,-1909.4957549204635
sim--436676853.msf.Rep9,MCMC,NA,0.0
sim--436676853.msf.Rep9,SS,NA,-1912.2842947149425
