#treeName,Method,NumericalLogZ,logZ
sim--571596271.msf.Rep0,Deterministic,0.0,-2656.286049065326
sim--571596271.msf.Rep1,Deterministic,0.0,-2648.0625702350258
sim--571596271.msf.Rep2,Deterministic,0.0,-2648.751915003833
sim--571596271.msf.Rep3,Deterministic,0.0,-2648.7403581998233
sim--571596271.msf.Rep4,Deterministic,0.0,-2653.9889930680793
sim--571596271.msf.Rep5,Deterministic,0.0,-2649.1737188830016
sim--571596271.msf.Rep6,Deterministic,0.0,-2656.9355464042897
sim--571596271.msf.Rep7,Deterministic,0.0,-2650.92501622103
sim--571596271.msf.Rep8,Deterministic,0.0,-2656.8412273100917
sim--571596271.msf.Rep9,Deterministic,0.0,-2648.358582327316
sim--571596271.msf.Rep10,Deterministic,0.0,-2654.55451091738
sim--571596271.msf.Rep11,Deterministic,0.0,-2653.701978171455
sim--571596271.msf.Rep12,Deterministic,0.0,-2643.179606904221
sim--571596271.msf.Rep13,Deterministic,0.0,-2657.6583027038787
sim--571596271.msf.Rep14,Deterministic,0.0,-2650.891478492868
sim--571596271.msf.Rep15,Deterministic,0.0,-2649.587602733979
sim--571596271.msf.Rep16,Deterministic,0.0,-2654.8482188020153
sim--571596271.msf.Rep17,Deterministic,0.0,-2659.8244204864855
sim--571596271.msf.Rep18,Deterministic,0.0,-2651.1402003268104
sim--571596271.msf.Rep19,Deterministic,0.0,-2656.1890478938694
