"X.Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time"
"ANNEALING","true",0,3933,1000,0,"ConsensusLogLL",-28052.1509026147,"sim-1121221206.msf",4479988
"ANNEALING","true",0,3933,1000,0,"BestSampledLogLL",-28070.0020344029,"sim-1121221206.msf",4479988
"ANNEALING","true",0,3933,1000,0,"PartitionMetric",0,"sim-1121221206.msf",4479988
"ANNEALING","true",0,3933,1000,0,"RobinsonFouldsMetric",0.447781340730565,"sim-1121221206.msf",4479988
"ANNEALING","true",0,3933,1000,0,"KuhnerFelsenstein",0.00863182875319705,"sim-1121221206.msf",4479988
"ANNEALING","false",0,3933,1000,0,"ConsensusLogLL",-28053.1906098123,"sim-1121221206.msf",4469887
"ANNEALING","false",0,3933,1000,0,"BestSampledLogLL",-28069.766667366,"sim-1121221206.msf",4469887
"ANNEALING","false",0,3933,1000,0,"PartitionMetric",0,"sim-1121221206.msf",4469887
"ANNEALING","false",0,3933,1000,0,"RobinsonFouldsMetric",0.381379217719549,"sim-1121221206.msf",4469887
"ANNEALING","false",0,3933,1000,0,"KuhnerFelsenstein",0.00614028712321696,"sim-1121221206.msf",4469887
"ANNEALING","true",0,3927,1000,1,"ConsensusLogLL",-28051.3717424859,"sim-1121221206.msf",4487745
"ANNEALING","true",0,3927,1000,1,"BestSampledLogLL",-28069.1011614441,"sim-1121221206.msf",4487745
"ANNEALING","true",0,3927,1000,1,"PartitionMetric",0,"sim-1121221206.msf",4487745
"ANNEALING","true",0,3927,1000,1,"RobinsonFouldsMetric",0.402760060744363,"sim-1121221206.msf",4487745
"ANNEALING","true",0,3927,1000,1,"KuhnerFelsenstein",0.00535232369136804,"sim-1121221206.msf",4487745
"ANNEALING","false",0,3927,1000,1,"ConsensusLogLL",-28052.3797489602,"sim-1121221206.msf",4482044
"ANNEALING","false",0,3927,1000,1,"BestSampledLogLL",-28068.6975719452,"sim-1121221206.msf",4482044
"ANNEALING","false",0,3927,1000,1,"PartitionMetric",0,"sim-1121221206.msf",4482044
"ANNEALING","false",0,3927,1000,1,"RobinsonFouldsMetric",0.363214767361075,"sim-1121221206.msf",4482044
"ANNEALING","false",0,3927,1000,1,"KuhnerFelsenstein",0.00437033657090354,"sim-1121221206.msf",4482044
"ANNEALING","true",0,3827,1000,2,"ConsensusLogLL",-28049.8737810155,"sim-1121221206.msf",4405195
"ANNEALING","true",0,3827,1000,2,"BestSampledLogLL",-28070.9675843293,"sim-1121221206.msf",4405195
"ANNEALING","true",0,3827,1000,2,"PartitionMetric",0,"sim-1121221206.msf",4405195
"ANNEALING","true",0,3827,1000,2,"RobinsonFouldsMetric",0.378556337018735,"sim-1121221206.msf",4405195
"ANNEALING","true",0,3827,1000,2,"KuhnerFelsenstein",0.00442242755002075,"sim-1121221206.msf",4405195
"ANNEALING","false",0,3827,1000,2,"ConsensusLogLL",-28058.7618933159,"sim-1121221206.msf",4395559
"ANNEALING","false",0,3827,1000,2,"BestSampledLogLL",-28074.4996824188,"sim-1121221206.msf",4395559
"ANNEALING","false",0,3827,1000,2,"PartitionMetric",0,"sim-1121221206.msf",4395559
"ANNEALING","false",0,3827,1000,2,"RobinsonFouldsMetric",0.471780487933354,"sim-1121221206.msf",4395559
"ANNEALING","false",0,3827,1000,2,"KuhnerFelsenstein",0.00830852755984271,"sim-1121221206.msf",4395559
"ANNEALING","true",0,3886,1000,3,"ConsensusLogLL",-28048.8292151993,"sim-1121221206.msf",4454288
"ANNEALING","true",0,3886,1000,3,"BestSampledLogLL",-28068.7256754838,"sim-1121221206.msf",4454288
"ANNEALING","true",0,3886,1000,3,"PartitionMetric",0,"sim-1121221206.msf",4454288
"ANNEALING","true",0,3886,1000,3,"RobinsonFouldsMetric",0.409427872744168,"sim-1121221206.msf",4454288
"ANNEALING","true",0,3886,1000,3,"KuhnerFelsenstein",0.0064709210450956,"sim-1121221206.msf",4454288
"ANNEALING","false",0,3886,1000,3,"ConsensusLogLL",-28053.694936003,"sim-1121221206.msf",4441112
"ANNEALING","false",0,3886,1000,3,"BestSampledLogLL",-28064.5011031064,"sim-1121221206.msf",4441112
"ANNEALING","false",0,3886,1000,3,"PartitionMetric",0,"sim-1121221206.msf",4441112
"ANNEALING","false",0,3886,1000,3,"RobinsonFouldsMetric",0.425355867303839,"sim-1121221206.msf",4441112
"ANNEALING","false",0,3886,1000,3,"KuhnerFelsenstein",0.00658429097190696,"sim-1121221206.msf",4441112
"ANNEALING","true",0,4103,1000,4,"ConsensusLogLL",-28053.8116720197,"sim-1121221206.msf",4703737
"ANNEALING","true",0,4103,1000,4,"BestSampledLogLL",-28071.1670044686,"sim-1121221206.msf",4703737
"ANNEALING","true",0,4103,1000,4,"PartitionMetric",0,"sim-1121221206.msf",4703737
"ANNEALING","true",0,4103,1000,4,"RobinsonFouldsMetric",0.452311180292987,"sim-1121221206.msf",4703737
"ANNEALING","true",0,4103,1000,4,"KuhnerFelsenstein",0.00727887198744926,"sim-1121221206.msf",4703737
