"","X.Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","SMCSamplerExperiments.mainRand","SMCSamplerExperiments.alphaSMCSampler","gen.rand","gen.treeRate","SMCSamplerExperiments.iterScalings","gen.useNonclock","Method"
"365","ANNEALING","ANNEALING TRUE",0,5129,100,0,"KuhnerFelsenstein",0.00277176471905413,"sim--100744689.msf",127184,111,0.99999,10001,10,"100 200000","true"," ASMC"
"366","ANNEALING","ANNEALING FALSE",0,5129,100,0,"ConsensusLogLL",-2989.68389366672,"sim--100744689.msf",129658,111,0.99999,10001,10,"100 200000","true"," DASMC"
"368","ANNEALING","ANNEALING FALSE",0,5129,100,0,"PartitionMetric",2,"sim--100744689.msf",129658,111,0.99999,10001,10,"100 200000","true"," DASMC"
"369","ANNEALING","ANNEALING FALSE",0,5129,100,0,"RobinsonFouldsMetric",0.181925369129838,"sim--100744689.msf",129658,111,0.99999,10001,10,"100 200000","true"," DASMC"
"370","ANNEALING","ANNEALING FALSE",0,5129,100,0,"KuhnerFelsenstein",0.00285084835629528,"sim--100744689.msf",129658,111,0.99999,10001,10,"100 200000","true"," DASMC"
"371","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3089.43547564615,"sim--100744689.msf",129653,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"373","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",8,"sim--100744689.msf",129653,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"374","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.754636687573923,"sim--100744689.msf",129653,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"375","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0592841226299133,"sim--100744689.msf",129653,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"376","ANNEALING","ANNEALING TRUE",0,4872,100,0,"ConsensusLogLL",-3120.86860301655,"sim--1623961426.msf",79264,111,0.99999,10001,10,"100 200000","true"," ASMC"
"378","ANNEALING","ANNEALING TRUE",0,4872,100,0,"PartitionMetric",0,"sim--1623961426.msf",79264,111,0.99999,10001,10,"100 200000","true"," ASMC"
"379","ANNEALING","ANNEALING TRUE",0,4872,100,0,"RobinsonFouldsMetric",0.248914327458797,"sim--1623961426.msf",79264,111,0.99999,10001,10,"100 200000","true"," ASMC"
"380","ANNEALING","ANNEALING TRUE",0,4872,100,0,"KuhnerFelsenstein",0.00586670040410479,"sim--1623961426.msf",79264,111,0.99999,10001,10,"100 200000","true"," ASMC"
"381","ANNEALING","ANNEALING FALSE",0,4872,100,0,"ConsensusLogLL",-3121.13614533006,"sim--1623961426.msf",106670,111,0.99999,10001,10,"100 200000","true"," DASMC"
"383","ANNEALING","ANNEALING FALSE",0,4872,100,0,"PartitionMetric",0,"sim--1623961426.msf",106670,111,0.99999,10001,10,"100 200000","true"," DASMC"
"384","ANNEALING","ANNEALING FALSE",0,4872,100,0,"RobinsonFouldsMetric",0.267214327458797,"sim--1623961426.msf",106670,111,0.99999,10001,10,"100 200000","true"," DASMC"
"385","ANNEALING","ANNEALING FALSE",0,4872,100,0,"KuhnerFelsenstein",0.00737030047297929,"sim--1623961426.msf",106670,111,0.99999,10001,10,"100 200000","true"," DASMC"
"386","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3307.0111727822,"sim--1623961426.msf",167959,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"388","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",8,"sim--1623961426.msf",167959,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"389","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.581410084610912,"sim--1623961426.msf",167959,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"390","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0307181288612656,"sim--1623961426.msf",167959,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"391","ANNEALING","ANNEALING TRUE",0,5150,100,0,"ConsensusLogLL",-3570.4083064539,"sim--658419394.msf",61653,111,0.99999,10001,10,"100 200000","true"," ASMC"
"393","ANNEALING","ANNEALING TRUE",0,5150,100,0,"PartitionMetric",0,"sim--658419394.msf",61653,111,0.99999,10001,10,"100 200000","true"," ASMC"
"394","ANNEALING","ANNEALING TRUE",0,5150,100,0,"RobinsonFouldsMetric",0.311840778826714,"sim--658419394.msf",61653,111,0.99999,10001,10,"100 200000","true"," ASMC"
"395","ANNEALING","ANNEALING TRUE",0,5150,100,0,"KuhnerFelsenstein",0.0127417138848227,"sim--658419394.msf",61653,111,0.99999,10001,10,"100 200000","true"," ASMC"
"396","ANNEALING","ANNEALING FALSE",0,5150,100,0,"ConsensusLogLL",-3570.53179354191,"sim--658419394.msf",72621,111,0.99999,10001,10,"100 200000","true"," DASMC"
"398","ANNEALING","ANNEALING FALSE",0,5150,100,0,"PartitionMetric",0,"sim--658419394.msf",72621,111,0.99999,10001,10,"100 200000","true"," DASMC"
"399","ANNEALING","ANNEALING FALSE",0,5150,100,0,"RobinsonFouldsMetric",0.295111706902309,"sim--658419394.msf",72621,111,0.99999,10001,10,"100 200000","true"," DASMC"
"400","ANNEALING","ANNEALING FALSE",0,5150,100,0,"KuhnerFelsenstein",0.0117005149320484,"sim--658419394.msf",72621,111,0.99999,10001,10,"100 200000","true"," DASMC"
"401","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3636.55432650088,"sim--658419394.msf",114598,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"403","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",2,"sim--658419394.msf",114598,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"404","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.84544146649,"sim--658419394.msf",114598,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"405","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.119082966148545,"sim--658419394.msf",114598,111,0.99999,10001,10,"100 200000","true","CSMC-Nonclock"
"406","ANNEALING","ANNEALING TRUE",0,4785,100,0,"ConsensusLogLL",-2588.79518530521,"sim--1097876307.msf",132533,333,0.99999,1001,10,"100 200000","true"," ASMC"
"408","ANNEALING","ANNEALING TRUE",0,4785,100,0,"PartitionMetric",0,"sim--1097876307.msf",132533,333,0.99999,1001,10,"100 200000","true"," ASMC"
"409","ANNEALING","ANNEALING TRUE",0,4785,100,0,"RobinsonFouldsMetric",0.160710512755447,"sim--1097876307.msf",132533,333,0.99999,1001,10,"100 200000","true"," ASMC"
"410","ANNEALING","ANNEALING TRUE",0,4785,100,0,"KuhnerFelsenstein",0.00213242971454349,"sim--1097876307.msf",132533,333,0.99999,1001,10,"100 200000","true"," ASMC"
"411","ANNEALING","ANNEALING FALSE",0,4785,100,0,"ConsensusLogLL",-2588.7692137991,"sim--1097876307.msf",130420,333,0.99999,1001,10,"100 200000","true"," DASMC"
"413","ANNEALING","ANNEALING FALSE",0,4785,100,0,"PartitionMetric",0,"sim--1097876307.msf",130420,333,0.99999,1001,10,"100 200000","true"," DASMC"
"414","ANNEALING","ANNEALING FALSE",0,4785,100,0,"RobinsonFouldsMetric",0.172751812002768,"sim--1097876307.msf",130420,333,0.99999,1001,10,"100 200000","true"," DASMC"
"415","ANNEALING","ANNEALING FALSE",0,4785,100,0,"KuhnerFelsenstein",0.0025337332423804,"sim--1097876307.msf",130420,333,0.99999,1001,10,"100 200000","true"," DASMC"
"416","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2589.50426941329,"sim--1097876307.msf",189599,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"418","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--1097876307.msf",189599,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"419","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.180142310458193,"sim--1097876307.msf",189599,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"420","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00297176771569695,"sim--1097876307.msf",189599,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"421","ANNEALING","ANNEALING TRUE",0,5019,100,0,"ConsensusLogLL",-4364.8125488868,"sim--1852976146.msf",104033,333,0.99999,1001,10,"100 200000","true"," ASMC"
"423","ANNEALING","ANNEALING TRUE",0,5019,100,0,"PartitionMetric",0,"sim--1852976146.msf",104033,333,0.99999,1001,10,"100 200000","true"," ASMC"
"424","ANNEALING","ANNEALING TRUE",0,5019,100,0,"RobinsonFouldsMetric",0.216892689331139,"sim--1852976146.msf",104033,333,0.99999,1001,10,"100 200000","true"," ASMC"
"425","ANNEALING","ANNEALING TRUE",0,5019,100,0,"KuhnerFelsenstein",0.00459880227928753,"sim--1852976146.msf",104033,333,0.99999,1001,10,"100 200000","true"," ASMC"
"426","ANNEALING","ANNEALING FALSE",0,5019,100,0,"ConsensusLogLL",-4365.01475551908,"sim--1852976146.msf",145971,333,0.99999,1001,10,"100 200000","true"," DASMC"
"428","ANNEALING","ANNEALING FALSE",0,5019,100,0,"PartitionMetric",0,"sim--1852976146.msf",145971,333,0.99999,1001,10,"100 200000","true"," DASMC"
"429","ANNEALING","ANNEALING FALSE",0,5019,100,0,"RobinsonFouldsMetric",0.217701934008208,"sim--1852976146.msf",145971,333,0.99999,1001,10,"100 200000","true"," DASMC"
"430","ANNEALING","ANNEALING FALSE",0,5019,100,0,"KuhnerFelsenstein",0.0047932041100862,"sim--1852976146.msf",145971,333,0.99999,1001,10,"100 200000","true"," DASMC"
"431","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-4411.24551025523,"sim--1852976146.msf",197654,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"433","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",6,"sim--1852976146.msf",197654,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"434","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.779040521546885,"sim--1852976146.msf",197654,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"435","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0569152078210607,"sim--1852976146.msf",197654,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"436","ANNEALING","ANNEALING TRUE",0,5326,100,0,"ConsensusLogLL",-3877.84488022613,"sim-34582632.msf",105537,333,0.99999,1001,10,"100 200000","true"," ASMC"
"438","ANNEALING","ANNEALING TRUE",0,5326,100,0,"PartitionMetric",0,"sim-34582632.msf",105537,333,0.99999,1001,10,"100 200000","true"," ASMC"
"439","ANNEALING","ANNEALING TRUE",0,5326,100,0,"RobinsonFouldsMetric",0.267269818790876,"sim-34582632.msf",105537,333,0.99999,1001,10,"100 200000","true"," ASMC"
"440","ANNEALING","ANNEALING TRUE",0,5326,100,0,"KuhnerFelsenstein",0.00800620744811911,"sim-34582632.msf",105537,333,0.99999,1001,10,"100 200000","true"," ASMC"
"441","ANNEALING","ANNEALING FALSE",0,5326,100,0,"ConsensusLogLL",-3877.57434460381,"sim-34582632.msf",150639,333,0.99999,1001,10,"100 200000","true"," DASMC"
"443","ANNEALING","ANNEALING FALSE",0,5326,100,0,"PartitionMetric",0,"sim-34582632.msf",150639,333,0.99999,1001,10,"100 200000","true"," DASMC"
"444","ANNEALING","ANNEALING FALSE",0,5326,100,0,"RobinsonFouldsMetric",0.306948212033852,"sim-34582632.msf",150639,333,0.99999,1001,10,"100 200000","true"," DASMC"
"445","ANNEALING","ANNEALING FALSE",0,5326,100,0,"KuhnerFelsenstein",0.00969359326028552,"sim-34582632.msf",150639,333,0.99999,1001,10,"100 200000","true"," DASMC"
"446","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3916.85656754171,"sim-34582632.msf",194862,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"448","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",6,"sim-34582632.msf",194862,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"449","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.693735718897352,"sim-34582632.msf",194862,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"450","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0459217632955208,"sim-34582632.msf",194862,333,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"451","ANNEALING","ANNEALING TRUE",0,4906,100,0,"ConsensusLogLL",-3369.66639291144,"sim--1314451335.msf",138588,222,0.99999,3001,10,"100 200000","true"," ASMC"
"453","ANNEALING","ANNEALING TRUE",0,4906,100,0,"PartitionMetric",2,"sim--1314451335.msf",138588,222,0.99999,3001,10,"100 200000","true"," ASMC"
"454","ANNEALING","ANNEALING TRUE",0,4906,100,0,"RobinsonFouldsMetric",0.202348224177588,"sim--1314451335.msf",138588,222,0.99999,3001,10,"100 200000","true"," ASMC"
"455","ANNEALING","ANNEALING TRUE",0,4906,100,0,"KuhnerFelsenstein",0.0035252501510233,"sim--1314451335.msf",138588,222,0.99999,3001,10,"100 200000","true"," ASMC"
"456","ANNEALING","ANNEALING FALSE",0,4906,100,0,"ConsensusLogLL",-3369.90593522255,"sim--1314451335.msf",72983,222,0.99999,3001,10,"100 200000","true"," DASMC"
"458","ANNEALING","ANNEALING FALSE",0,4906,100,0,"PartitionMetric",2,"sim--1314451335.msf",72983,222,0.99999,3001,10,"100 200000","true"," DASMC"
"459","ANNEALING","ANNEALING FALSE",0,4906,100,0,"RobinsonFouldsMetric",0.202545774451544,"sim--1314451335.msf",72983,222,0.99999,3001,10,"100 200000","true"," DASMC"
"460","ANNEALING","ANNEALING FALSE",0,4906,100,0,"KuhnerFelsenstein",0.00360448812112254,"sim--1314451335.msf",72983,222,0.99999,3001,10,"100 200000","true"," DASMC"
"461","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3459.89748164807,"sim--1314451335.msf",149226,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"463","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",10,"sim--1314451335.msf",149226,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"464","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.504291370997368,"sim--1314451335.msf",149226,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"465","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0227973682544001,"sim--1314451335.msf",149226,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"466","ANNEALING","ANNEALING TRUE",0,5003,100,0,"ConsensusLogLL",-3433.78927036138,"sim--197974480.msf",109304,222,0.99999,3001,10,"100 200000","true"," ASMC"
"468","ANNEALING","ANNEALING TRUE",0,5003,100,0,"PartitionMetric",0,"sim--197974480.msf",109304,222,0.99999,3001,10,"100 200000","true"," ASMC"
"469","ANNEALING","ANNEALING TRUE",0,5003,100,0,"RobinsonFouldsMetric",0.213104217484238,"sim--197974480.msf",109304,222,0.99999,3001,10,"100 200000","true"," ASMC"
"470","ANNEALING","ANNEALING TRUE",0,5003,100,0,"KuhnerFelsenstein",0.00403689098141076,"sim--197974480.msf",109304,222,0.99999,3001,10,"100 200000","true"," ASMC"
"471","ANNEALING","ANNEALING FALSE",0,5003,100,0,"ConsensusLogLL",-3433.73234605029,"sim--197974480.msf",196643,222,0.99999,3001,10,"100 200000","true"," DASMC"
"473","ANNEALING","ANNEALING FALSE",0,5003,100,0,"PartitionMetric",2,"sim--197974480.msf",196643,222,0.99999,3001,10,"100 200000","true"," DASMC"
"474","ANNEALING","ANNEALING FALSE",0,5003,100,0,"RobinsonFouldsMetric",0.204884217484238,"sim--197974480.msf",196643,222,0.99999,3001,10,"100 200000","true"," DASMC"
"475","ANNEALING","ANNEALING FALSE",0,5003,100,0,"KuhnerFelsenstein",0.0033871629174215,"sim--197974480.msf",196643,222,0.99999,3001,10,"100 200000","true"," DASMC"
"476","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3537.47652975613,"sim--197974480.msf",146312,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"478","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",8,"sim--197974480.msf",146312,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"479","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.640392081084411,"sim--197974480.msf",146312,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"480","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0509586426514979,"sim--197974480.msf",146312,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"481","ANNEALING","ANNEALING TRUE",0,4974,100,0,"ConsensusLogLL",-2932.85395630877,"sim-894592790.msf",258367,222,0.99999,3001,10,"100 200000","true"," ASMC"
"483","ANNEALING","ANNEALING TRUE",0,4974,100,0,"PartitionMetric",0,"sim-894592790.msf",258367,222,0.99999,3001,10,"100 200000","true"," ASMC"
"484","ANNEALING","ANNEALING TRUE",0,4974,100,0,"RobinsonFouldsMetric",0.168020603635382,"sim-894592790.msf",258367,222,0.99999,3001,10,"100 200000","true"," ASMC"
"485","ANNEALING","ANNEALING TRUE",0,4974,100,0,"KuhnerFelsenstein",0.00269991543174723,"sim-894592790.msf",258367,222,0.99999,3001,10,"100 200000","true"," ASMC"
"486","ANNEALING","ANNEALING FALSE",0,4974,100,0,"ConsensusLogLL",-2932.44579669187,"sim-894592790.msf",99138,222,0.99999,3001,10,"100 200000","true"," DASMC"
"488","ANNEALING","ANNEALING FALSE",0,4974,100,0,"PartitionMetric",0,"sim-894592790.msf",99138,222,0.99999,3001,10,"100 200000","true"," DASMC"
"489","ANNEALING","ANNEALING FALSE",0,4974,100,0,"RobinsonFouldsMetric",0.17041238658416,"sim-894592790.msf",99138,222,0.99999,3001,10,"100 200000","true"," DASMC"
"490","ANNEALING","ANNEALING FALSE",0,4974,100,0,"KuhnerFelsenstein",0.00285141715978467,"sim-894592790.msf",99138,222,0.99999,3001,10,"100 200000","true"," DASMC"
"491","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2957.35428720106,"sim-894592790.msf",152063,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"493","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",4,"sim-894592790.msf",152063,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"494","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.31796238658416,"sim-894592790.msf",152063,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"495","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00926400955020294,"sim-894592790.msf",152063,222,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"496","ANNEALING","ANNEALING TRUE",0,4818,100,0,"ConsensusLogLL",-3370.28495341693,"sim--1314451335.msf",225308,111,0.99999,3001,10,"100 200000","true"," ASMC"
"498","ANNEALING","ANNEALING TRUE",0,4818,100,0,"PartitionMetric",2,"sim--1314451335.msf",225308,111,0.99999,3001,10,"100 200000","true"," ASMC"
"499","ANNEALING","ANNEALING TRUE",0,4818,100,0,"RobinsonFouldsMetric",0.187081085794382,"sim--1314451335.msf",225308,111,0.99999,3001,10,"100 200000","true"," ASMC"
"500","ANNEALING","ANNEALING TRUE",0,4818,100,0,"KuhnerFelsenstein",0.00288566833043603,"sim--1314451335.msf",225308,111,0.99999,3001,10,"100 200000","true"," ASMC"
"501","ANNEALING","ANNEALING FALSE",0,4818,100,0,"ConsensusLogLL",-3369.50609783352,"sim--1314451335.msf",79871,111,0.99999,3001,10,"100 200000","true"," DASMC"
"503","ANNEALING","ANNEALING FALSE",0,4818,100,0,"PartitionMetric",2,"sim--1314451335.msf",79871,111,0.99999,3001,10,"100 200000","true"," DASMC"
"504","ANNEALING","ANNEALING FALSE",0,4818,100,0,"RobinsonFouldsMetric",0.166618224177588,"sim--1314451335.msf",79871,111,0.99999,3001,10,"100 200000","true"," DASMC"
"505","ANNEALING","ANNEALING FALSE",0,4818,100,0,"KuhnerFelsenstein",0.00247436986951991,"sim--1314451335.msf",79871,111,0.99999,3001,10,"100 200000","true"," DASMC"
"506","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3478.24779871354,"sim--1314451335.msf",195782,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"508","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",10,"sim--1314451335.msf",195782,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"509","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.545473936259985,"sim--1314451335.msf",195782,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"510","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0236316738124775,"sim--1314451335.msf",195782,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"511","ANNEALING","ANNEALING TRUE",0,4873,100,0,"ConsensusLogLL",-3433.7063273555,"sim--197974480.msf",157810,111,0.99999,3001,10,"100 200000","true"," ASMC"
"513","ANNEALING","ANNEALING TRUE",0,4873,100,0,"PartitionMetric",0,"sim--197974480.msf",157810,111,0.99999,3001,10,"100 200000","true"," ASMC"
"514","ANNEALING","ANNEALING TRUE",0,4873,100,0,"RobinsonFouldsMetric",0.189974217484238,"sim--197974480.msf",157810,111,0.99999,3001,10,"100 200000","true"," ASMC"
"515","ANNEALING","ANNEALING TRUE",0,4873,100,0,"KuhnerFelsenstein",0.00295006087991816,"sim--197974480.msf",157810,111,0.99999,3001,10,"100 200000","true"," ASMC"
"516","ANNEALING","ANNEALING FALSE",0,4873,100,0,"ConsensusLogLL",-3433.9521045397,"sim--197974480.msf",97725,111,0.99999,3001,10,"100 200000","true"," DASMC"
"518","ANNEALING","ANNEALING FALSE",0,4873,100,0,"PartitionMetric",0,"sim--197974480.msf",97725,111,0.99999,3001,10,"100 200000","true"," DASMC"
"519","ANNEALING","ANNEALING FALSE",0,4873,100,0,"RobinsonFouldsMetric",0.222364217484239,"sim--197974480.msf",97725,111,0.99999,3001,10,"100 200000","true"," DASMC"
"520","ANNEALING","ANNEALING FALSE",0,4873,100,0,"KuhnerFelsenstein",0.00422969127448721,"sim--197974480.msf",97725,111,0.99999,3001,10,"100 200000","true"," DASMC"
"521","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3599.6803099929,"sim--197974480.msf",188205,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"523","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",8,"sim--197974480.msf",188205,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"524","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.805582969018957,"sim--197974480.msf",188205,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"525","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0707113016151107,"sim--197974480.msf",188205,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"526","ANNEALING","ANNEALING TRUE",0,4972,100,0,"ConsensusLogLL",-2932.75887188911,"sim-894592790.msf",158955,111,0.99999,3001,10,"100 200000","true"," ASMC"
"528","ANNEALING","ANNEALING TRUE",0,4972,100,0,"PartitionMetric",0,"sim-894592790.msf",158955,111,0.99999,3001,10,"100 200000","true"," ASMC"
"529","ANNEALING","ANNEALING TRUE",0,4972,100,0,"RobinsonFouldsMetric",0.171366806351653,"sim-894592790.msf",158955,111,0.99999,3001,10,"100 200000","true"," ASMC"
"530","ANNEALING","ANNEALING TRUE",0,4972,100,0,"KuhnerFelsenstein",0.00275711161741211,"sim-894592790.msf",158955,111,0.99999,3001,10,"100 200000","true"," ASMC"
"531","ANNEALING","ANNEALING FALSE",0,4972,100,0,"ConsensusLogLL",-2932.68622220349,"sim-894592790.msf",102719,111,0.99999,3001,10,"100 200000","true"," DASMC"
"533","ANNEALING","ANNEALING FALSE",0,4972,100,0,"PartitionMetric",0,"sim-894592790.msf",102719,111,0.99999,3001,10,"100 200000","true"," DASMC"
"534","ANNEALING","ANNEALING FALSE",0,4972,100,0,"RobinsonFouldsMetric",0.166748589300431,"sim-894592790.msf",102719,111,0.99999,3001,10,"100 200000","true"," DASMC"
"535","ANNEALING","ANNEALING FALSE",0,4972,100,0,"KuhnerFelsenstein",0.00254124116124391,"sim-894592790.msf",102719,111,0.99999,3001,10,"100 200000","true"," DASMC"
"536","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2958.13332512066,"sim-894592790.msf",166062,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"538","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",4,"sim-894592790.msf",166062,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"539","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.32057238658416,"sim-894592790.msf",166062,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"540","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0091642844001575,"sim-894592790.msf",166062,111,0.99999,3001,10,"100 200000","true","CSMC-Nonclock"
"541","ANNEALING","ANNEALING TRUE",0,4872,100,0,"ConsensusLogLL",-3204.22350769749,"sim--1990233722.msf",137804,333,0.99999,6001,10,"100 200000","true"," ASMC"
"543","ANNEALING","ANNEALING TRUE",0,4872,100,0,"PartitionMetric",0,"sim--1990233722.msf",137804,333,0.99999,6001,10,"100 200000","true"," ASMC"
"544","ANNEALING","ANNEALING TRUE",0,4872,100,0,"RobinsonFouldsMetric",0.154522736772638,"sim--1990233722.msf",137804,333,0.99999,6001,10,"100 200000","true"," ASMC"
"545","ANNEALING","ANNEALING TRUE",0,4872,100,0,"KuhnerFelsenstein",0.00223286217832638,"sim--1990233722.msf",137804,333,0.99999,6001,10,"100 200000","true"," ASMC"
"546","ANNEALING","ANNEALING FALSE",0,4872,100,0,"ConsensusLogLL",-3204.37393905291,"sim--1990233722.msf",98394,333,0.99999,6001,10,"100 200000","true"," DASMC"
"548","ANNEALING","ANNEALING FALSE",0,4872,100,0,"PartitionMetric",0,"sim--1990233722.msf",98394,333,0.99999,6001,10,"100 200000","true"," DASMC"
