"","X.Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","SMCSamplerExperiments.mainRand","SMCSamplerExperiments.alphaSMCSampler","gen.rand","gen.treeRate","SMCSamplerExperiments.iterScalings","gen.useNonclock","Method"
"181","ANNEALING","ANNEALING TRUE",0,5300,100,0,"ConsensusLogLL",-3949.01968728473,"sim--1486544792.msf",111550,222,0.99999,7001,10,"100 200000","true"," ASMC"
"183","ANNEALING","ANNEALING TRUE",0,5300,100,0,"PartitionMetric",0,"sim--1486544792.msf",111550,222,0.99999,7001,10,"100 200000","true"," ASMC"
"184","ANNEALING","ANNEALING TRUE",0,5300,100,0,"RobinsonFouldsMetric",0.211330249633488,"sim--1486544792.msf",111550,222,0.99999,7001,10,"100 200000","true"," ASMC"
"185","ANNEALING","ANNEALING TRUE",0,5300,100,0,"KuhnerFelsenstein",0.00469966552443204,"sim--1486544792.msf",111550,222,0.99999,7001,10,"100 200000","true"," ASMC"
"186","ANNEALING","ANNEALING FALSE",0,5300,100,0,"ConsensusLogLL",-3948.92079751758,"sim--1486544792.msf",82178,222,0.99999,7001,10,"100 200000","true"," DASMC"
"188","ANNEALING","ANNEALING FALSE",0,5300,100,0,"PartitionMetric",0,"sim--1486544792.msf",82178,222,0.99999,7001,10,"100 200000","true"," DASMC"
"189","ANNEALING","ANNEALING FALSE",0,5300,100,0,"RobinsonFouldsMetric",0.222660249633488,"sim--1486544792.msf",82178,222,0.99999,7001,10,"100 200000","true"," DASMC"
"190","ANNEALING","ANNEALING FALSE",0,5300,100,0,"KuhnerFelsenstein",0.00485328281349891,"sim--1486544792.msf",82178,222,0.99999,7001,10,"100 200000","true"," DASMC"
"191","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3980.94273289615,"sim--1486544792.msf",185568,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"193","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",4,"sim--1486544792.msf",185568,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"194","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.452906099243791,"sim--1486544792.msf",185568,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"195","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0237025624915701,"sim--1486544792.msf",185568,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"196","ANNEALING","ANNEALING TRUE",0,5110,100,0,"ConsensusLogLL",-4088.52203901037,"sim--1601328191.msf",58988,222,0.99999,7001,10,"100 200000","true"," ASMC"
"198","ANNEALING","ANNEALING TRUE",0,5110,100,0,"PartitionMetric",2,"sim--1601328191.msf",58988,222,0.99999,7001,10,"100 200000","true"," ASMC"
"199","ANNEALING","ANNEALING TRUE",0,5110,100,0,"RobinsonFouldsMetric",0.235451281457338,"sim--1601328191.msf",58988,222,0.99999,7001,10,"100 200000","true"," ASMC"
"200","ANNEALING","ANNEALING TRUE",0,5110,100,0,"KuhnerFelsenstein",0.00506046154680725,"sim--1601328191.msf",58988,222,0.99999,7001,10,"100 200000","true"," ASMC"
"201","ANNEALING","ANNEALING FALSE",0,5110,100,0,"ConsensusLogLL",-4088.5469100125,"sim--1601328191.msf",65987,222,0.99999,7001,10,"100 200000","true"," DASMC"
"203","ANNEALING","ANNEALING FALSE",0,5110,100,0,"PartitionMetric",2,"sim--1601328191.msf",65987,222,0.99999,7001,10,"100 200000","true"," DASMC"
"204","ANNEALING","ANNEALING FALSE",0,5110,100,0,"RobinsonFouldsMetric",0.216210408394974,"sim--1601328191.msf",65987,222,0.99999,7001,10,"100 200000","true"," DASMC"
"205","ANNEALING","ANNEALING FALSE",0,5110,100,0,"KuhnerFelsenstein",0.0044228737637596,"sim--1601328191.msf",65987,222,0.99999,7001,10,"100 200000","true"," DASMC"
"206","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-4107.2105854183,"sim--1601328191.msf",182750,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"208","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",4,"sim--1601328191.msf",182750,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"209","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.411593398460018,"sim--1601328191.msf",182750,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"210","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0170185553644594,"sim--1601328191.msf",182750,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"211","ANNEALING","ANNEALING TRUE",0,4911,100,0,"ConsensusLogLL",-3366.33211767178,"sim-1332897368.msf",86254,222,0.99999,7001,10,"100 200000","true"," ASMC"
"213","ANNEALING","ANNEALING TRUE",0,4911,100,0,"PartitionMetric",0,"sim-1332897368.msf",86254,222,0.99999,7001,10,"100 200000","true"," ASMC"
"214","ANNEALING","ANNEALING TRUE",0,4911,100,0,"RobinsonFouldsMetric",0.155821888915095,"sim-1332897368.msf",86254,222,0.99999,7001,10,"100 200000","true"," ASMC"
"215","ANNEALING","ANNEALING TRUE",0,4911,100,0,"KuhnerFelsenstein",0.00237231097238969,"sim-1332897368.msf",86254,222,0.99999,7001,10,"100 200000","true"," ASMC"
"216","ANNEALING","ANNEALING FALSE",0,4911,100,0,"ConsensusLogLL",-3366.06498682351,"sim-1332897368.msf",68057,222,0.99999,7001,10,"100 200000","true"," DASMC"
"218","ANNEALING","ANNEALING FALSE",0,4911,100,0,"PartitionMetric",0,"sim-1332897368.msf",68057,222,0.99999,7001,10,"100 200000","true"," DASMC"
"219","ANNEALING","ANNEALING FALSE",0,4911,100,0,"RobinsonFouldsMetric",0.15611086463264,"sim-1332897368.msf",68057,222,0.99999,7001,10,"100 200000","true"," DASMC"
"220","ANNEALING","ANNEALING FALSE",0,4911,100,0,"KuhnerFelsenstein",0.00243272649112964,"sim-1332897368.msf",68057,222,0.99999,7001,10,"100 200000","true"," DASMC"
"221","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3713.10825287272,"sim-1332897368.msf",144088,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"223","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",12,"sim-1332897368.msf",144088,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"224","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",1.29416290795387,"sim-1332897368.msf",144088,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"225","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.152801729717442,"sim-1332897368.msf",144088,222,0.99999,7001,10,"100 200000","true","CSMC-Nonclock"
"226","ANNEALING","ANNEALING TRUE",0,5190,100,0,"ConsensusLogLL",-3817.84307329017,"sim--1435980479.msf",154775,222,0.99999,8001,10,"100 200000","true"," ASMC"
"228","ANNEALING","ANNEALING TRUE",0,5190,100,0,"PartitionMetric",0,"sim--1435980479.msf",154775,222,0.99999,8001,10,"100 200000","true"," ASMC"
"229","ANNEALING","ANNEALING TRUE",0,5190,100,0,"RobinsonFouldsMetric",0.252979972932403,"sim--1435980479.msf",154775,222,0.99999,8001,10,"100 200000","true"," ASMC"
"230","ANNEALING","ANNEALING TRUE",0,5190,100,0,"KuhnerFelsenstein",0.0090875225955785,"sim--1435980479.msf",154775,222,0.99999,8001,10,"100 200000","true"," ASMC"
"231","ANNEALING","ANNEALING FALSE",0,5190,100,0,"ConsensusLogLL",-3817.70066964472,"sim--1435980479.msf",67161,222,0.99999,8001,10,"100 200000","true"," DASMC"
"233","ANNEALING","ANNEALING FALSE",0,5190,100,0,"PartitionMetric",0,"sim--1435980479.msf",67161,222,0.99999,8001,10,"100 200000","true"," DASMC"
"234","ANNEALING","ANNEALING FALSE",0,5190,100,0,"RobinsonFouldsMetric",0.23944940815255,"sim--1435980479.msf",67161,222,0.99999,8001,10,"100 200000","true"," DASMC"
"235","ANNEALING","ANNEALING FALSE",0,5190,100,0,"KuhnerFelsenstein",0.00904714276701274,"sim--1435980479.msf",67161,222,0.99999,8001,10,"100 200000","true"," DASMC"
"236","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-4076.93571894383,"sim--1435980479.msf",176836,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"238","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",12,"sim--1435980479.msf",176836,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"239","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",1.67932730948736,"sim--1435980479.msf",176836,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"240","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.307632613087918,"sim--1435980479.msf",176836,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"241","ANNEALING","ANNEALING TRUE",0,5164,100,0,"ConsensusLogLL",-3856.64850499284,"sim--1730963368.msf",122443,222,0.99999,8001,10,"100 200000","true"," ASMC"
"243","ANNEALING","ANNEALING TRUE",0,5164,100,0,"PartitionMetric",2,"sim--1730963368.msf",122443,222,0.99999,8001,10,"100 200000","true"," ASMC"
"244","ANNEALING","ANNEALING TRUE",0,5164,100,0,"RobinsonFouldsMetric",0.175071668950602,"sim--1730963368.msf",122443,222,0.99999,8001,10,"100 200000","true"," ASMC"
"245","ANNEALING","ANNEALING TRUE",0,5164,100,0,"KuhnerFelsenstein",0.00296766623736725,"sim--1730963368.msf",122443,222,0.99999,8001,10,"100 200000","true"," ASMC"
"246","ANNEALING","ANNEALING FALSE",0,5164,100,0,"ConsensusLogLL",-3856.79399530886,"sim--1730963368.msf",60049,222,0.99999,8001,10,"100 200000","true"," DASMC"
"248","ANNEALING","ANNEALING FALSE",0,5164,100,0,"PartitionMetric",4,"sim--1730963368.msf",60049,222,0.99999,8001,10,"100 200000","true"," DASMC"
"249","ANNEALING","ANNEALING FALSE",0,5164,100,0,"RobinsonFouldsMetric",0.179991668950602,"sim--1730963368.msf",60049,222,0.99999,8001,10,"100 200000","true"," DASMC"
"250","ANNEALING","ANNEALING FALSE",0,5164,100,0,"KuhnerFelsenstein",0.00307256539453663,"sim--1730963368.msf",60049,222,0.99999,8001,10,"100 200000","true"," DASMC"
"251","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3902.15877506111,"sim--1730963368.msf",189521,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"253","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",8,"sim--1730963368.msf",189521,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"254","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.531252493788858,"sim--1730963368.msf",189521,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"255","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0201831960401667,"sim--1730963368.msf",189521,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"256","ANNEALING","ANNEALING TRUE",0,5102,100,0,"ConsensusLogLL",-3727.4693276294,"sim-1912239488.msf",207666,222,0.99999,8001,10,"100 200000","true"," ASMC"
"258","ANNEALING","ANNEALING TRUE",0,5102,100,0,"PartitionMetric",0,"sim-1912239488.msf",207666,222,0.99999,8001,10,"100 200000","true"," ASMC"
"259","ANNEALING","ANNEALING TRUE",0,5102,100,0,"RobinsonFouldsMetric",0.318812127521392,"sim-1912239488.msf",207666,222,0.99999,8001,10,"100 200000","true"," ASMC"
"260","ANNEALING","ANNEALING TRUE",0,5102,100,0,"KuhnerFelsenstein",0.010978549766658,"sim-1912239488.msf",207666,222,0.99999,8001,10,"100 200000","true"," ASMC"
"261","ANNEALING","ANNEALING FALSE",0,5102,100,0,"ConsensusLogLL",-3727.03577230998,"sim-1912239488.msf",61716,222,0.99999,8001,10,"100 200000","true"," DASMC"
"263","ANNEALING","ANNEALING FALSE",0,5102,100,0,"PartitionMetric",0,"sim-1912239488.msf",61716,222,0.99999,8001,10,"100 200000","true"," DASMC"
"264","ANNEALING","ANNEALING FALSE",0,5102,100,0,"RobinsonFouldsMetric",0.307986557553195,"sim-1912239488.msf",61716,222,0.99999,8001,10,"100 200000","true"," DASMC"
"265","ANNEALING","ANNEALING FALSE",0,5102,100,0,"KuhnerFelsenstein",0.00993690493029914,"sim-1912239488.msf",61716,222,0.99999,8001,10,"100 200000","true"," DASMC"
"266","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3865.86247606867,"sim-1912239488.msf",168155,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"268","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",8,"sim-1912239488.msf",168155,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"269","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.914518925190995,"sim-1912239488.msf",168155,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"270","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.103029220038943,"sim-1912239488.msf",168155,222,0.99999,8001,10,"100 200000","true","CSMC-Nonclock"
"271","ANNEALING","ANNEALING TRUE",0,5189,100,0,"ConsensusLogLL",-3871.84939442967,"sim--1939888376.msf",218987,333,0.99999,9001,10,"100 200000","true"," ASMC"
"273","ANNEALING","ANNEALING TRUE",0,5189,100,0,"PartitionMetric",0,"sim--1939888376.msf",218987,333,0.99999,9001,10,"100 200000","true"," ASMC"
"274","ANNEALING","ANNEALING TRUE",0,5189,100,0,"RobinsonFouldsMetric",0.183935837368811,"sim--1939888376.msf",218987,333,0.99999,9001,10,"100 200000","true"," ASMC"
"275","ANNEALING","ANNEALING TRUE",0,5189,100,0,"KuhnerFelsenstein",0.00325939412973987,"sim--1939888376.msf",218987,333,0.99999,9001,10,"100 200000","true"," ASMC"
"276","ANNEALING","ANNEALING FALSE",0,5189,100,0,"ConsensusLogLL",-3872.08957858109,"sim--1939888376.msf",63958,333,0.99999,9001,10,"100 200000","true"," DASMC"
"278","ANNEALING","ANNEALING FALSE",0,5189,100,0,"PartitionMetric",0,"sim--1939888376.msf",63958,333,0.99999,9001,10,"100 200000","true"," DASMC"
"279","ANNEALING","ANNEALING FALSE",0,5189,100,0,"RobinsonFouldsMetric",0.191142988886665,"sim--1939888376.msf",63958,333,0.99999,9001,10,"100 200000","true"," DASMC"
"280","ANNEALING","ANNEALING FALSE",0,5189,100,0,"KuhnerFelsenstein",0.00360875577286046,"sim--1939888376.msf",63958,333,0.99999,9001,10,"100 200000","true"," DASMC"
"281","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3899.03116447137,"sim--1939888376.msf",180127,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"283","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",4,"sim--1939888376.msf",180127,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"284","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.560117934668437,"sim--1939888376.msf",180127,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"285","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0333847368288656,"sim--1939888376.msf",180127,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"286","ANNEALING","ANNEALING TRUE",0,4791,100,0,"ConsensusLogLL",-3275.38907307236,"sim--2134957723.msf",122271,333,0.99999,9001,10,"100 200000","true"," ASMC"
"288","ANNEALING","ANNEALING TRUE",0,4791,100,0,"PartitionMetric",2,"sim--2134957723.msf",122271,333,0.99999,9001,10,"100 200000","true"," ASMC"
"289","ANNEALING","ANNEALING TRUE",0,4791,100,0,"RobinsonFouldsMetric",0.185992575794345,"sim--2134957723.msf",122271,333,0.99999,9001,10,"100 200000","true"," ASMC"
"290","ANNEALING","ANNEALING TRUE",0,4791,100,0,"KuhnerFelsenstein",0.00343137354847915,"sim--2134957723.msf",122271,333,0.99999,9001,10,"100 200000","true"," ASMC"
"291","ANNEALING","ANNEALING FALSE",0,4791,100,0,"ConsensusLogLL",-3275.23011107922,"sim--2134957723.msf",59152,333,0.99999,9001,10,"100 200000","true"," DASMC"
"293","ANNEALING","ANNEALING FALSE",0,4791,100,0,"PartitionMetric",2,"sim--2134957723.msf",59152,333,0.99999,9001,10,"100 200000","true"," DASMC"
"294","ANNEALING","ANNEALING FALSE",0,4791,100,0,"RobinsonFouldsMetric",0.193611175345751,"sim--2134957723.msf",59152,333,0.99999,9001,10,"100 200000","true"," DASMC"
"295","ANNEALING","ANNEALING FALSE",0,4791,100,0,"KuhnerFelsenstein",0.00409269381554248,"sim--2134957723.msf",59152,333,0.99999,9001,10,"100 200000","true"," DASMC"
"296","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3300.1678996362,"sim--2134957723.msf",140281,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"298","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",2,"sim--2134957723.msf",140281,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"299","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.297203192979374,"sim--2134957723.msf",140281,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"300","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.00932771392257393,"sim--2134957723.msf",140281,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"301","ANNEALING","ANNEALING TRUE",0,5244,100,0,"ConsensusLogLL",-3797.97389097248,"sim-179962812.msf",172556,333,0.99999,9001,10,"100 200000","true"," ASMC"
"303","ANNEALING","ANNEALING TRUE",0,5244,100,0,"PartitionMetric",0,"sim-179962812.msf",172556,333,0.99999,9001,10,"100 200000","true"," ASMC"
"304","ANNEALING","ANNEALING TRUE",0,5244,100,0,"RobinsonFouldsMetric",0.227261686048375,"sim-179962812.msf",172556,333,0.99999,9001,10,"100 200000","true"," ASMC"
"305","ANNEALING","ANNEALING TRUE",0,5244,100,0,"KuhnerFelsenstein",0.00565794807236587,"sim-179962812.msf",172556,333,0.99999,9001,10,"100 200000","true"," ASMC"
"306","ANNEALING","ANNEALING FALSE",0,5244,100,0,"ConsensusLogLL",-3797.77045675437,"sim-179962812.msf",65632,333,0.99999,9001,10,"100 200000","true"," DASMC"
"308","ANNEALING","ANNEALING FALSE",0,5244,100,0,"PartitionMetric",0,"sim-179962812.msf",65632,333,0.99999,9001,10,"100 200000","true"," DASMC"
"309","ANNEALING","ANNEALING FALSE",0,5244,100,0,"RobinsonFouldsMetric",0.25254200769409,"sim-179962812.msf",65632,333,0.99999,9001,10,"100 200000","true"," DASMC"
"310","ANNEALING","ANNEALING FALSE",0,5244,100,0,"KuhnerFelsenstein",0.00720919164194899,"sim-179962812.msf",65632,333,0.99999,9001,10,"100 200000","true"," DASMC"
"311","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3841.37179764834,"sim-179962812.msf",179111,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"313","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",6,"sim-179962812.msf",179111,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"314","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.556104201800841,"sim-179962812.msf",179111,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"315","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0287526739291532,"sim-179962812.msf",179111,333,0.99999,9001,10,"100 200000","true","CSMC-Nonclock"
"316","ANNEALING","ANNEALING TRUE",0,4669,100,0,"ConsensusLogLL",-2588.78015093068,"sim--1097876307.msf",124032,222,0.99999,1001,10,"100 200000","true"," ASMC"
"318","ANNEALING","ANNEALING TRUE",0,4669,100,0,"PartitionMetric",0,"sim--1097876307.msf",124032,222,0.99999,1001,10,"100 200000","true"," ASMC"
"319","ANNEALING","ANNEALING TRUE",0,4669,100,0,"RobinsonFouldsMetric",0.164470014300022,"sim--1097876307.msf",124032,222,0.99999,1001,10,"100 200000","true"," ASMC"
"320","ANNEALING","ANNEALING TRUE",0,4669,100,0,"KuhnerFelsenstein",0.00238880255747041,"sim--1097876307.msf",124032,222,0.99999,1001,10,"100 200000","true"," ASMC"
"321","ANNEALING","ANNEALING FALSE",0,4669,100,0,"ConsensusLogLL",-2588.45874020211,"sim--1097876307.msf",172825,222,0.99999,1001,10,"100 200000","true"," DASMC"
"323","ANNEALING","ANNEALING FALSE",0,4669,100,0,"PartitionMetric",2,"sim--1097876307.msf",172825,222,0.99999,1001,10,"100 200000","true"," DASMC"
"324","ANNEALING","ANNEALING FALSE",0,4669,100,0,"RobinsonFouldsMetric",0.158401734925433,"sim--1097876307.msf",172825,222,0.99999,1001,10,"100 200000","true"," DASMC"
"325","ANNEALING","ANNEALING FALSE",0,4669,100,0,"KuhnerFelsenstein",0.00224434637305715,"sim--1097876307.msf",172825,222,0.99999,1001,10,"100 200000","true"," DASMC"
"326","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-2589.23104258658,"sim--1097876307.msf",183415,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"328","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",0,"sim--1097876307.msf",183415,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"329","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.173711812002768,"sim--1097876307.msf",183415,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"330","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0028339691196174,"sim--1097876307.msf",183415,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"331","ANNEALING","ANNEALING TRUE",0,5174,100,0,"ConsensusLogLL",-4364.90084904143,"sim--1852976146.msf",138211,222,0.99999,1001,10,"100 200000","true"," ASMC"
"333","ANNEALING","ANNEALING TRUE",0,5174,100,0,"PartitionMetric",0,"sim--1852976146.msf",138211,222,0.99999,1001,10,"100 200000","true"," ASMC"
"334","ANNEALING","ANNEALING TRUE",0,5174,100,0,"RobinsonFouldsMetric",0.204312197241167,"sim--1852976146.msf",138211,222,0.99999,1001,10,"100 200000","true"," ASMC"
"335","ANNEALING","ANNEALING TRUE",0,5174,100,0,"KuhnerFelsenstein",0.00382043783041907,"sim--1852976146.msf",138211,222,0.99999,1001,10,"100 200000","true"," ASMC"
"336","ANNEALING","ANNEALING FALSE",0,5174,100,0,"ConsensusLogLL",-4364.81274198211,"sim--1852976146.msf",177695,222,0.99999,1001,10,"100 200000","true"," DASMC"
"338","ANNEALING","ANNEALING FALSE",0,5174,100,0,"PartitionMetric",0,"sim--1852976146.msf",177695,222,0.99999,1001,10,"100 200000","true"," DASMC"
"339","ANNEALING","ANNEALING FALSE",0,5174,100,0,"RobinsonFouldsMetric",0.212762689331139,"sim--1852976146.msf",177695,222,0.99999,1001,10,"100 200000","true"," DASMC"
"340","ANNEALING","ANNEALING FALSE",0,5174,100,0,"KuhnerFelsenstein",0.00454405154443728,"sim--1852976146.msf",177695,222,0.99999,1001,10,"100 200000","true"," DASMC"
"341","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-4413.6817325761,"sim--1852976146.msf",187278,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"343","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",6,"sim--1852976146.msf",187278,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"344","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.831090256518075,"sim--1852976146.msf",187278,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"345","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0590848214598737,"sim--1852976146.msf",187278,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"346","ANNEALING","ANNEALING TRUE",0,5231,100,0,"ConsensusLogLL",-3877.60506774112,"sim-34582632.msf",192787,222,0.99999,1001,10,"100 200000","true"," ASMC"
"348","ANNEALING","ANNEALING TRUE",0,5231,100,0,"PartitionMetric",0,"sim-34582632.msf",192787,222,0.99999,1001,10,"100 200000","true"," ASMC"
"349","ANNEALING","ANNEALING TRUE",0,5231,100,0,"RobinsonFouldsMetric",0.311269818790876,"sim-34582632.msf",192787,222,0.99999,1001,10,"100 200000","true"," ASMC"
"350","ANNEALING","ANNEALING TRUE",0,5231,100,0,"KuhnerFelsenstein",0.0111450548905729,"sim-34582632.msf",192787,222,0.99999,1001,10,"100 200000","true"," ASMC"
"351","ANNEALING","ANNEALING FALSE",0,5231,100,0,"ConsensusLogLL",-3877.86497412323,"sim-34582632.msf",125841,222,0.99999,1001,10,"100 200000","true"," DASMC"
"353","ANNEALING","ANNEALING FALSE",0,5231,100,0,"PartitionMetric",0,"sim-34582632.msf",125841,222,0.99999,1001,10,"100 200000","true"," DASMC"
"354","ANNEALING","ANNEALING FALSE",0,5231,100,0,"RobinsonFouldsMetric",0.281939853582371,"sim-34582632.msf",125841,222,0.99999,1001,10,"100 200000","true"," DASMC"
"355","ANNEALING","ANNEALING FALSE",0,5231,100,0,"KuhnerFelsenstein",0.00863592702089697,"sim-34582632.msf",125841,222,0.99999,1001,10,"100 200000","true"," DASMC"
"356","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"ConsensusLogLL",-3914.15123794174,"sim-34582632.msf",175523,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"358","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"PartitionMetric",6,"sim-34582632.msf",175523,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"359","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"RobinsonFouldsMetric",0.727648388744922,"sim-34582632.msf",175523,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"360","CSMCNonClock","CSMCNonClock NA",NA,NA,2e+05,0,"KuhnerFelsenstein",0.0454374509499551,"sim-34582632.msf",175523,222,0.99999,1001,10,"100 200000","true","CSMC-Nonclock"
"361","ANNEALING","ANNEALING TRUE",0,5129,100,0,"ConsensusLogLL",-2989.7592877377,"sim--100744689.msf",127184,111,0.99999,10001,10,"100 200000","true"," ASMC"
"363","ANNEALING","ANNEALING TRUE",0,5129,100,0,"PartitionMetric",4,"sim--100744689.msf",127184,111,0.99999,10001,10,"100 200000","true"," ASMC"
"364","ANNEALING","ANNEALING TRUE",0,5129,100,0,"RobinsonFouldsMetric",0.176090403943941,"sim--100744689.msf",127184,111,0.99999,10001,10,"100 200000","true"," ASMC"
