#treeName,Method,NumericalLogZ,logZ
sim-837415749.msf.Rep0,Deterministic,0.0,-1726.4693253330695
sim-837415749.msf.Rep1,Deterministic,0.0,-1727.2138572568833
sim-837415749.msf.Rep2,Deterministic,0.0,-1729.0789562188345
sim-837415749.msf.Rep3,Deterministic,0.0,-1728.3154484061827
sim-837415749.msf.Rep4,Deterministic,0.0,-1725.7094065974734
sim-837415749.msf.Rep5,Deterministic,0.0,-1725.7051571694292
sim-837415749.msf.Rep6,Deterministic,0.0,-1726.0350399260751
sim-837415749.msf.Rep7,Deterministic,0.0,-1726.3910258684132
sim-837415749.msf.Rep8,Deterministic,0.0,-1728.2538247127504
sim-837415749.msf.Rep9,Deterministic,0.0,-1726.8735910580397
sim-837415749.msf.Rep10,Deterministic,0.0,-1726.7488709167244
sim-837415749.msf.Rep11,Deterministic,0.0,-1725.7451496701315
sim-837415749.msf.Rep12,Deterministic,0.0,-1728.8004219275174
sim-837415749.msf.Rep13,Deterministic,0.0,-1727.6864016177515
sim-837415749.msf.Rep14,Deterministic,0.0,-1728.007992853479
sim-837415749.msf.Rep15,Deterministic,0.0,-1729.2643069576238
sim-837415749.msf.Rep16,Deterministic,0.0,-1727.5877054518626
sim-837415749.msf.Rep17,Deterministic,0.0,-1729.5126088435331
sim-837415749.msf.Rep18,Deterministic,0.0,-1728.5033824044135
sim-837415749.msf.Rep19,Deterministic,0.0,-1726.1110994014257
