"","#treeName","Method","logZ","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--1658045506.msf.Rep0","ANNEALINGJC",-327.978405740972,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"2","sim--1658045506.msf.Rep0","SSJC",-327.355195935839,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"3","sim--1658045506.msf.Rep0","ANNEALINGEvolK2P",-331.369786738669,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"4","sim--1658045506.msf.Rep0","SSEvolK2P",-357.989253977897,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"5","sim--1658045506.msf.Rep0","ANNEALINGEvolGTR",-332.578614651562,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"6","sim--1658045506.msf.Rep0","SSEvolGTR",-368.777575943244,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"7","sim--2117389639.msf.Rep0","ANNEALINGJC",-499.403972380481,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"8","sim--2117389639.msf.Rep0","SSJC",-494.477862461645,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"9","sim--2117389639.msf.Rep0","ANNEALINGEvolK2P",-501.179757187297,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"10","sim--2117389639.msf.Rep0","SSEvolK2P",-521.255060206573,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"11","sim--2117389639.msf.Rep0","ANNEALINGEvolGTR",-505.113950585958,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"12","sim--2117389639.msf.Rep0","SSEvolGTR",-517.066925786648,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"13","sim--1522112553.msf.Rep0","ANNEALINGJC",-505.750805245321,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"14","sim--1522112553.msf.Rep0","SSJC",-504.514988978344,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"15","sim--1522112553.msf.Rep0","ANNEALINGEvolK2P",-507.591082768086,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"16","sim--1522112553.msf.Rep0","SSEvolK2P",-523.682655836799,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"17","sim--1522112553.msf.Rep0","ANNEALINGEvolGTR",-512.43254319055,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"18","sim--1522112553.msf.Rep0","SSEvolGTR",-532.690169419979,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
"19","sim--1153390389.msf.Rep0","ANNEALINGJC",-338.186408767957,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"20","sim--1153390389.msf.Rep0","SSJC",-336.644243770917,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"21","sim--1153390389.msf.Rep0","ANNEALINGEvolK2P",-347.739797972267,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"22","sim--1153390389.msf.Rep0","SSEvolK2P",-347.690406389137,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"23","sim--1153390389.msf.Rep0","ANNEALINGEvolGTR",-344.401789805769,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"24","sim--1153390389.msf.Rep0","SSEvolGTR",-355.272440978024,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"25","sim--551879016.msf.Rep0","ANNEALINGJC",-385.938107885243,1314,0.999,100,10,121,10,"100 100000 100 100000 100 100000"
