"","#treeName","pi_1","pi_2","pi_3","pi_4","r_1","r_2","r_3","r_4","r_5","r_6","alpha","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--551879016.msf.Rep0",0.246098821665925,0.212639309800077,0.271845300506103,0.271845300506103,0.190643021189197,0.150276534622531,0.17725353614326,0.165295133479487,0.174126018816219,0.142405755749306,14.2415886488253,1314,0.999,100,10,121,10,"100 100000 100 100000 100 100000"
"2","sim-1666688253.msf.Rep0",0.256936388926504,0.201691097419176,0.270372003722408,0.270372003722408,0.194612027847886,0.161317353250269,0.158640637698094,0.174675807914629,0.149533419069036,0.161220754220088,1.65240049090018,1314,0.999,100,10,66,10,"100 100000 100 100000 100 100000"
"3","sim-1071411167.msf.Rep0",0.273607753272641,0.237609848450293,0.258915049857831,0.258915049857831,0.161448401258943,0.156497050740791,0.159939363700626,0.195358188788741,0.155475038679028,0.171281956831872,1.59756199302252,1314,0.999,100,10,22,10,"100 100000 100 100000 100 100000"
"4","sim--2117389639.msf.Rep0",0.237590051342216,0.234476210914975,0.245630431326016,0.245630431326016,0.181365291590746,0.164341448180259,0.174657601079162,0.169380817989922,0.161188804749348,0.149066036410562,2.58115248093608,1314,0.999,100,10,55,10,"100 100000 100 100000 100 100000"
"5","sim--1658045506.msf.Rep0",0.25315230627028,0.237960142163284,0.270932418331003,0.270932418331003,0.170606251289417,0.161081772912494,0.163336395035666,0.154025006734688,0.157239968393031,0.193710605634705,4.02522820164527,1314,0.999,100,10,88,10,"100 100000 100 100000 100 100000"
"6","sim--1153390389.msf.Rep0",0.24748822388151,0.259139413876493,0.24639280899843,0.24639280899843,0.151604935129477,0.172490756057851,0.149959139831521,0.163843165161131,0.191504455227804,0.170597548592216,5.4074266736366,1314,0.999,100,10,110,10,"100 100000 100 100000 100 100000"
"7","sim--176922565.msf.Rep0",0.232402029323564,0.275863717520542,0.257182200815966,0.257182200815966,0.142864322356085,0.184699280692456,0.154494969050082,0.154834322166382,0.19376156979248,0.169345535942517,3.4677303894214,1314,0.999,100,10,11,10,"100 100000 100 100000 100 100000"
"8","sim-282421568.msf.Rep0",0.243175075853646,0.253863062350798,0.238704645651665,0.238704645651665,0.166194373659928,0.14938074319629,0.170230757920714,0.184058381208031,0.177673759671344,0.152461984343692,7.18805548038389,1314,0.999,100,10,44,10,"100 100000 100 100000 100 100000"
"9","sim--86300596.msf.Rep0",0.263123362918278,0.267081073832078,0.246724732354013,0.246724732354013,0.208701470294927,0.143125975694118,0.161060372956571,0.157386560997201,0.170150498301013,0.159575121756171,2.48382883021417,1314,0.999,100,10,33,10,"100 100000 100 100000 100 100000"
"10","sim-1388588058.msf.Rep0",0.246915311184966,0.266816666233291,0.243036233470298,0.243036233470298,0.161344625720701,0.190130710932591,0.159900434215924,0.157606895391351,0.172426407295215,0.158590926444219,4.79006549802077,1314,0.999,100,10,77,10,"100 100000 100 100000 100 100000"
"11","sim--1522112553.msf.Rep0",0.237901001023932,0.250746076015803,0.270580162013978,0.270580162013978,0.192777037955956,0.174993457344583,0.154377315604166,0.15586743636166,0.156553159266926,0.165431593466709,6.09198168458852,1314,0.999,100,10,99,10,"100 100000 100 100000 100 100000"
