#treeName,Method,NumericalLogZ,logZ
sim-837415749.msf.Rep0,Deterministic,0.0,-3221.221422799596
sim-837415749.msf.Rep1,Deterministic,0.0,-3217.7788756677496
sim-837415749.msf.Rep2,Deterministic,0.0,-3207.177828015136
sim-837415749.msf.Rep3,Deterministic,0.0,-3218.0382967733544
sim-837415749.msf.Rep4,Deterministic,0.0,-3218.592790793006
sim-837415749.msf.Rep5,Deterministic,0.0,-3223.9716618373213
sim-837415749.msf.Rep6,Deterministic,0.0,-3216.349901132686
sim-837415749.msf.Rep7,Deterministic,0.0,-3228.4061238757968
sim-837415749.msf.Rep8,Deterministic,0.0,-3207.173028371427
sim-837415749.msf.Rep9,Deterministic,0.0,-3213.767286471099
