#treeName,Method,NumericalLogZ,logZ
sim--2142322983.msf.Rep0,Subsampling,0.0,-49269.56211193151
sim--2142322983.msf.Rep1,Subsampling,0.0,-49263.24553131194
sim--2142322983.msf.Rep2,Subsampling,0.0,-49274.553221614144
sim--2142322983.msf.Rep3,Subsampling,0.0,-49258.376501391635
sim--2142322983.msf.Rep4,Subsampling,0.0,-49269.34732359914
sim--2142322983.msf.Rep5,Subsampling,0.0,-49282.17119308824
sim--2142322983.msf.Rep6,Subsampling,0.0,-49265.09272848352
sim--2142322983.msf.Rep7,Subsampling,0.0,-49264.9209644854
sim--2142322983.msf.Rep8,Subsampling,0.0,-49284.377851791476
sim--2142322983.msf.Rep9,Subsampling,0.0,-49273.08832881985
