#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,0.0,-30695.314264652756
sim-1121221206.msf.Rep0,Deterministic,0.0,-31564.994598267283
sim-1121221206.msf.Rep1,Adaptive,0.0,-31221.26913333493
sim-1121221206.msf.Rep1,Deterministic,0.0,-30969.39990343485
sim-1121221206.msf.Rep2,Adaptive,0.0,-31120.196229930723
sim-1121221206.msf.Rep2,Deterministic,0.0,-29504.931755642367
sim-1121221206.msf.Rep3,Adaptive,0.0,-30796.16606670402
sim-1121221206.msf.Rep3,Deterministic,0.0,-30169.10672894905
sim-1121221206.msf.Rep4,Adaptive,0.0,-30372.160414476824
sim-1121221206.msf.Rep4,Deterministic,0.0,-30434.68205542769
sim-1121221206.msf.Rep5,Adaptive,0.0,-30035.209702361222
sim-1121221206.msf.Rep5,Deterministic,0.0,-30532.16076670667
sim-1121221206.msf.Rep6,Adaptive,0.0,-30229.61550351613
sim-1121221206.msf.Rep6,Deterministic,0.0,-30496.312729184403
sim-1121221206.msf.Rep7,Adaptive,0.0,-29945.061400185838
sim-1121221206.msf.Rep7,Deterministic,0.0,-30850.676675577364
sim-1121221206.msf.Rep8,Adaptive,0.0,-31097.031330209087
sim-1121221206.msf.Rep8,Deterministic,0.0,-30043.522423778904
sim-1121221206.msf.Rep9,Adaptive,0.0,-31161.92879399503
sim-1121221206.msf.Rep9,Deterministic,0.0,-30421.030391281314
sim-1121221206.msf.Rep10,Adaptive,0.0,-33323.85677515315
sim-1121221206.msf.Rep10,Deterministic,0.0,-30170.199519541995
sim-1121221206.msf.Rep11,Adaptive,0.0,-30296.192190081714
sim-1121221206.msf.Rep11,Deterministic,0.0,-29895.98480990529
sim-1121221206.msf.Rep12,Adaptive,0.0,-29861.00047990551
sim-1121221206.msf.Rep12,Deterministic,0.0,-31328.61292165193
sim-1121221206.msf.Rep13,Adaptive,0.0,-30061.284149206836
sim-1121221206.msf.Rep13,Deterministic,0.0,-31186.57570739066
sim-1121221206.msf.Rep14,Adaptive,0.0,-30402.219343889203
sim-1121221206.msf.Rep14,Deterministic,0.0,-30768.80495795602
