#treeName,Method,NumericalLogZ,logZ
sim-1983759278.msf.Rep0,Adaptive,0.0,-1743.664470796763
sim-1983759278.msf.Rep0,Deterministic,0.0,-1743.5702296897655
sim-1983759278.msf.Rep1,Adaptive,0.0,-1743.5002965819424
sim-1983759278.msf.Rep1,Deterministic,0.0,-1743.4760223336714
sim-1983759278.msf.Rep2,Adaptive,0.0,-1743.2244425319736
sim-1983759278.msf.Rep2,Deterministic,0.0,-1742.7511091048748
sim-1983759278.msf.Rep3,Adaptive,0.0,-1743.0303275685003
sim-1983759278.msf.Rep3,Deterministic,0.0,-1742.4725029715707
sim-1983759278.msf.Rep4,Adaptive,0.0,-1743.515194345294
sim-1983759278.msf.Rep4,Deterministic,0.0,-1743.093822626698
sim-1983759278.msf.Rep5,Adaptive,0.0,-1743.1558409213087
sim-1983759278.msf.Rep5,Deterministic,0.0,-1743.1216892364819
sim-1983759278.msf.Rep6,Adaptive,0.0,-1743.8896509368508
sim-1983759278.msf.Rep6,Deterministic,0.0,-1742.6695019355602
sim-1983759278.msf.Rep7,Adaptive,0.0,-1743.190664765931
sim-1983759278.msf.Rep7,Deterministic,0.0,-1742.4227771690503
sim-1983759278.msf.Rep8,Adaptive,0.0,-1742.7883247921282
sim-1983759278.msf.Rep8,Deterministic,0.0,-1742.3338035197598
sim-1983759278.msf.Rep9,Adaptive,0.0,-1743.0558167582406
sim-1983759278.msf.Rep9,Deterministic,0.0,-1742.9918526945005
sim-1983759278.msf.Rep10,Adaptive,0.0,-1742.3444584457015
sim-1983759278.msf.Rep10,Deterministic,0.0,-1742.9637794890652
sim-1983759278.msf.Rep11,Adaptive,0.0,-1743.0187475251387
sim-1983759278.msf.Rep11,Deterministic,0.0,-1743.18831624433
sim-1983759278.msf.Rep12,Adaptive,0.0,-1743.292246489818
sim-1983759278.msf.Rep12,Deterministic,0.0,-1742.7277630524836
sim-1983759278.msf.Rep13,Adaptive,0.0,-1743.0048870847797
sim-1983759278.msf.Rep13,Deterministic,0.0,-1742.9856506383992
sim-1983759278.msf.Rep14,Adaptive,0.0,-1743.7535115336054
sim-1983759278.msf.Rep14,Deterministic,0.0,-1743.6005678831575
sim-1983759278.msf.Rep15,Adaptive,0.0,-1743.505044553625
sim-1983759278.msf.Rep15,Deterministic,0.0,-1742.2036683328988
sim-1983759278.msf.Rep16,Adaptive,0.0,-1743.6376220172808
sim-1983759278.msf.Rep16,Deterministic,0.0,-1743.7444582943272
sim-1983759278.msf.Rep17,Adaptive,0.0,-1742.3909079339408
sim-1983759278.msf.Rep17,Deterministic,0.0,-1742.7029167264373
sim-1983759278.msf.Rep18,Adaptive,0.0,-1742.5416681234838
sim-1983759278.msf.Rep18,Deterministic,0.0,-1742.9701051721172
sim-1983759278.msf.Rep19,Adaptive,0.0,-1742.9969466937075
sim-1983759278.msf.Rep19,Deterministic,0.0,-1743.5873655013947
