#treeName,Method,NumericalLogZ,logZ
sim-837415749.msf.Rep0,Deterministic,0.0,-3193.0394566759333
sim-837415749.msf.Rep1,Deterministic,0.0,-3193.4208840909755
sim-837415749.msf.Rep2,Deterministic,0.0,-3192.8098820448017
sim-837415749.msf.Rep3,Deterministic,0.0,-3193.753293852279
sim-837415749.msf.Rep4,Deterministic,0.0,-3193.119865169584
sim-837415749.msf.Rep5,Deterministic,0.0,-3192.9520449978168
sim-837415749.msf.Rep6,Deterministic,0.0,-3193.174510981636
sim-837415749.msf.Rep7,Deterministic,0.0,-3192.759242809593
sim-837415749.msf.Rep8,Deterministic,0.0,-3193.4620712559895
sim-837415749.msf.Rep9,Deterministic,0.0,-3193.505884260486
