#treeName,Method,NumericalLogZ,logZ
sim-1491444859.msf.Rep0,Deterministic,0.0,-2819.822649934682
sim-1491444859.msf.Rep1,Deterministic,0.0,-2811.5013400924017
sim-1491444859.msf.Rep2,Deterministic,0.0,-2822.5481906319083
sim-1491444859.msf.Rep3,Deterministic,0.0,-2811.775861558399
sim-1491444859.msf.Rep4,Deterministic,0.0,-2819.9164251563534
sim-1491444859.msf.Rep5,Deterministic,0.0,-2808.5214225650907
sim-1491444859.msf.Rep6,Deterministic,0.0,-2825.404539591399
sim-1491444859.msf.Rep7,Deterministic,0.0,-2822.0474552064666
sim-1491444859.msf.Rep8,Deterministic,0.0,-2829.639624872095
sim-1491444859.msf.Rep9,Deterministic,0.0,-2817.776708716751
sim-1491444859.msf.Rep10,Deterministic,0.0,-2821.590798453081
sim-1491444859.msf.Rep11,Deterministic,0.0,-2806.278148359291
sim-1491444859.msf.Rep12,Deterministic,0.0,-2829.811734221572
sim-1491444859.msf.Rep13,Deterministic,0.0,-2822.9023270326734
sim-1491444859.msf.Rep14,Deterministic,0.0,-2805.380085548464
sim-1491444859.msf.Rep15,Deterministic,0.0,-2816.9840083319127
sim-1491444859.msf.Rep16,Deterministic,0.0,-2824.6610026524845
sim-1491444859.msf.Rep17,Deterministic,0.0,-2810.237566448274
sim-1491444859.msf.Rep18,Deterministic,0.0,-2815.0581421562288
sim-1491444859.msf.Rep19,Deterministic,0.0,-2815.4329146291993
