#treeName,Method,NumericalLogZ,logZ
sim-837415749.msf.Rep0,Deterministic,0.0,-798.5130434191292
sim-837415749.msf.Rep1,Deterministic,0.0,-798.4151817777166
sim-837415749.msf.Rep2,Deterministic,0.0,-798.5908630794834
sim-837415749.msf.Rep3,Deterministic,0.0,-798.419777873265
sim-837415749.msf.Rep4,Deterministic,0.0,-798.6104913453972
sim-837415749.msf.Rep5,Deterministic,0.0,-798.4692685656518
sim-837415749.msf.Rep6,Deterministic,0.0,-798.3572405309076
sim-837415749.msf.Rep7,Deterministic,0.0,-798.8075362821703
sim-837415749.msf.Rep8,Deterministic,0.0,-798.5654727870806
sim-837415749.msf.Rep9,Deterministic,0.0,-798.595501001049
sim-837415749.msf.Rep10,Deterministic,0.0,-798.5706884117258
sim-837415749.msf.Rep11,Deterministic,0.0,-798.3964699072696
sim-837415749.msf.Rep12,Deterministic,0.0,-798.4122398724176
sim-837415749.msf.Rep13,Deterministic,0.0,-798.5150234460581
sim-837415749.msf.Rep14,Deterministic,0.0,-798.4892982527891
sim-837415749.msf.Rep15,Deterministic,0.0,-798.4496770966957
sim-837415749.msf.Rep16,Deterministic,0.0,-798.563520662969
sim-837415749.msf.Rep17,Deterministic,0.0,-798.8016119658788
sim-837415749.msf.Rep18,Deterministic,0.0,-798.3992664672685
sim-837415749.msf.Rep19,Deterministic,0.0,-798.630018192665
