#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,0.0,-1268.004215707836
sim-1121221206.msf.Rep0,Deterministic,0.0,-1267.4573819594484
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-1267.9988208445989
sim-1121221206.msf.Rep0,SS,NA,-1268.2060510940412
sim-1121221206.msf.Rep1,Adaptive,0.0,-1267.2403398487502
sim-1121221206.msf.Rep1,Deterministic,0.0,-1268.006698461412
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-1268.2733265949896
sim-1121221206.msf.Rep1,SS,NA,-1268.2254660157867
sim-1121221206.msf.Rep2,Adaptive,0.0,-1267.3657698408358
sim-1121221206.msf.Rep2,Deterministic,0.0,-1267.287525334821
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-1268.3565527617875
sim-1121221206.msf.Rep2,SS,NA,-1268.2982918711928
sim-1121221206.msf.Rep3,Adaptive,0.0,-1267.3494784469774
sim-1121221206.msf.Rep3,Deterministic,0.0,-1267.2913547154246
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-1268.867551118725
sim-1121221206.msf.Rep3,SS,NA,-1268.2957936628873
sim-1121221206.msf.Rep4,Adaptive,0.0,-1267.884018230391
sim-1121221206.msf.Rep4,Deterministic,0.0,-1267.4529573369673
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-1267.767974234747
sim-1121221206.msf.Rep4,SS,NA,-1268.4968101203506
sim-1121221206.msf.Rep5,Adaptive,0.0,-1268.2076691702093
sim-1121221206.msf.Rep5,Deterministic,0.0,-1267.4906997188373
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-1268.262373465597
sim-1121221206.msf.Rep5,SS,NA,-1268.393004017352
sim-1121221206.msf.Rep6,Adaptive,0.0,-1267.7938987653615
sim-1121221206.msf.Rep6,Deterministic,0.0,-1267.2789035942712
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-1268.5440783308366
sim-1121221206.msf.Rep6,SS,NA,-1267.7418402658009
sim-1121221206.msf.Rep7,Adaptive,0.0,-1267.52920382556
sim-1121221206.msf.Rep7,Deterministic,0.0,-1267.2039582415514
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-1268.1858860038217
sim-1121221206.msf.Rep7,SS,NA,-1268.1085560405916
sim-1121221206.msf.Rep8,Adaptive,0.0,-1268.2996439060266
sim-1121221206.msf.Rep8,Deterministic,0.0,-1268.0287044056338
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-1267.8879870036021
sim-1121221206.msf.Rep8,SS,NA,-1268.2054810933557
sim-1121221206.msf.Rep9,Adaptive,0.0,-1267.918221464908
sim-1121221206.msf.Rep9,Deterministic,0.0,-1267.62321949987
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-1268.5167175266483
sim-1121221206.msf.Rep9,SS,NA,-1267.9464997505431
