#treeName,Method,NumericalLogZ,logZ
sim-1268969277.msf.Rep0,Adaptive,0.0,-2602.929557994135
sim-1268969277.msf.Rep0,Deterministic,0.0,-2603.2327960550565
sim-1268969277.msf.Rep1,Adaptive,0.0,-2602.30926308676
sim-1268969277.msf.Rep1,Deterministic,0.0,-2603.6106267151954
sim-1268969277.msf.Rep2,Adaptive,0.0,-2602.730583349009
sim-1268969277.msf.Rep2,Deterministic,0.0,-2603.369639786055
sim-1268969277.msf.Rep3,Adaptive,0.0,-2602.6120499893123
sim-1268969277.msf.Rep3,Deterministic,0.0,-2603.1990536961166
sim-1268969277.msf.Rep4,Adaptive,0.0,-2603.65557325045
sim-1268969277.msf.Rep4,Deterministic,0.0,-2604.0183342162823
sim-1268969277.msf.Rep5,Adaptive,0.0,-2602.811210175818
sim-1268969277.msf.Rep5,Deterministic,0.0,-2603.56374493272
sim-1268969277.msf.Rep6,Adaptive,0.0,-2602.758646275405
sim-1268969277.msf.Rep6,Deterministic,0.0,-2602.4820911885404
sim-1268969277.msf.Rep7,Adaptive,0.0,-2602.8496757592407
sim-1268969277.msf.Rep7,Deterministic,0.0,-2604.5486961635493
sim-1268969277.msf.Rep8,Adaptive,0.0,-2602.219885703385
sim-1268969277.msf.Rep8,Deterministic,0.0,-2601.537885890083
sim-1268969277.msf.Rep9,Adaptive,0.0,-2605.072047342059
sim-1268969277.msf.Rep9,Deterministic,0.0,-2601.4799471248534
sim-1268969277.msf.Rep10,Adaptive,0.0,-2604.625729099342
sim-1268969277.msf.Rep10,Deterministic,0.0,-2603.1642681927324
sim-1268969277.msf.Rep11,Adaptive,0.0,-2604.5909004086507
sim-1268969277.msf.Rep11,Deterministic,0.0,-2604.327218488905
sim-1268969277.msf.Rep12,Adaptive,0.0,-2603.465260974015
sim-1268969277.msf.Rep12,Deterministic,0.0,-2602.8141668441763
sim-1268969277.msf.Rep13,Adaptive,0.0,-2604.0807871947295
sim-1268969277.msf.Rep13,Deterministic,0.0,-2603.534849575058
sim-1268969277.msf.Rep14,Adaptive,0.0,-2602.5224248248587
sim-1268969277.msf.Rep14,Deterministic,0.0,-2604.3515405332846
sim-1268969277.msf.Rep15,Adaptive,0.0,-2603.179453414777
sim-1268969277.msf.Rep15,Deterministic,0.0,-2603.6905590535916
sim-1268969277.msf.Rep16,Adaptive,0.0,-2603.8407875479606
sim-1268969277.msf.Rep16,Deterministic,0.0,-2603.56922354958
sim-1268969277.msf.Rep17,Adaptive,0.0,-2603.288033371414
sim-1268969277.msf.Rep17,Deterministic,0.0,-2604.123873498083
sim-1268969277.msf.Rep18,Adaptive,0.0,-2602.0065913685626
sim-1268969277.msf.Rep18,Deterministic,0.0,-2602.2854602643715
sim-1268969277.msf.Rep19,Adaptive,0.0,-2602.4212012186185
sim-1268969277.msf.Rep19,Deterministic,0.0,-2602.7672086191988
