#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,0.0,-1267.324324319929
sim-1121221206.msf.Rep0,Deterministic,0.0,-1267.5061119871657
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-1268.4106399373463
sim-1121221206.msf.Rep0,SS,NA,-1268.2193719565978
sim-1121221206.msf.Rep1,Adaptive,0.0,-1266.7979346393606
sim-1121221206.msf.Rep1,Deterministic,0.0,-1266.6282340000096
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-1268.542242923199
sim-1121221206.msf.Rep1,SS,NA,-1267.4479212823526
sim-1121221206.msf.Rep2,Adaptive,0.0,-1268.6219919371752
sim-1121221206.msf.Rep2,Deterministic,0.0,-1267.4136439989866
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-1267.9035406991482
sim-1121221206.msf.Rep2,SS,NA,-1268.2096349233577
sim-1121221206.msf.Rep3,Adaptive,0.0,-1267.2175280897554
sim-1121221206.msf.Rep3,Deterministic,0.0,-1267.113912585227
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-1267.8460319470844
sim-1121221206.msf.Rep3,SS,NA,-1268.0442373130145
sim-1121221206.msf.Rep4,Adaptive,0.0,-1267.6658207111507
sim-1121221206.msf.Rep4,Deterministic,0.0,-1267.8739195606868
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-1267.698048797822
sim-1121221206.msf.Rep4,SS,NA,-1267.9194711725072
sim-1121221206.msf.Rep5,Adaptive,0.0,-1267.7264388859867
sim-1121221206.msf.Rep5,Deterministic,0.0,-1268.915479670193
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-1268.0909979538003
sim-1121221206.msf.Rep5,SS,NA,-1268.0118602102061
sim-1121221206.msf.Rep6,Adaptive,0.0,-1267.9854889096223
sim-1121221206.msf.Rep6,Deterministic,0.0,-1267.4152697880775
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-1268.3904154916702
sim-1121221206.msf.Rep6,SS,NA,-1267.7228653496968
sim-1121221206.msf.Rep7,Adaptive,0.0,-1268.0266376269535
sim-1121221206.msf.Rep7,Deterministic,0.0,-1268.162038208486
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-1268.2459826448458
sim-1121221206.msf.Rep7,SS,NA,-1267.878066053258
sim-1121221206.msf.Rep8,Adaptive,0.0,-1267.8398462892692
sim-1121221206.msf.Rep8,Deterministic,0.0,-1267.2353748223072
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-1268.4736287097635
sim-1121221206.msf.Rep8,SS,NA,-1268.378242434529
sim-1121221206.msf.Rep9,Adaptive,0.0,-1267.7210502550636
sim-1121221206.msf.Rep9,Deterministic,0.0,-1267.883307339348
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-1268.288664705152
sim-1121221206.msf.Rep9,SS,NA,-1267.9497308514997
