#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,-418.323901090691,-402.42023286858614
sim-1121221206.msf.Rep0,Deterministic,-417.6027273907961,-402.46474998119794
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-402.5580027853496
sim-1121221206.msf.Rep0,SS,NA,-402.61567065392364
sim-1121221206.msf.Rep1,Adaptive,-403.94829899076643,-402.428705201786
sim-1121221206.msf.Rep1,Deterministic,-417.4573320537643,-402.51423987170676
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-402.6219936575209
sim-1121221206.msf.Rep1,SS,NA,-402.4848228349296
sim-1121221206.msf.Rep2,Adaptive,-410.74428042355845,-402.46510921125514
sim-1121221206.msf.Rep2,Deterministic,-411.102338305902,-402.4932374667409
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-402.5341390211161
sim-1121221206.msf.Rep2,SS,NA,-402.59434461238175
sim-1121221206.msf.Rep3,Adaptive,-404.88686939295127,-402.4710280580083
sim-1121221206.msf.Rep3,Deterministic,-410.39144764799113,-402.5341578399922
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-402.50343481114515
sim-1121221206.msf.Rep3,SS,NA,-402.5109170908227
sim-1121221206.msf.Rep4,Adaptive,-407.37518039191843,-402.42384882519417
sim-1121221206.msf.Rep4,Deterministic,-411.74846135898594,-402.4490397387803
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-402.62899336991205
sim-1121221206.msf.Rep4,SS,NA,-402.54209238695256
sim-1121221206.msf.Rep5,Adaptive,-408.2390349288009,-402.39848894831545
sim-1121221206.msf.Rep5,Deterministic,-417.84668017031385,-402.476840900948
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-402.60369583413126
sim-1121221206.msf.Rep5,SS,NA,-402.5505422483362
sim-1121221206.msf.Rep6,Adaptive,-412.1563233013379,-402.436438283411
sim-1121221206.msf.Rep6,Deterministic,-420.38083256095314,-402.41233900035047
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-402.59153788503903
sim-1121221206.msf.Rep6,SS,NA,-402.62320817197104
sim-1121221206.msf.Rep7,Adaptive,-417.6775035651009,-402.5412238463569
sim-1121221206.msf.Rep7,Deterministic,-418.7058358258341,-402.4591629501947
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-402.59807073951094
sim-1121221206.msf.Rep7,SS,NA,-402.5357231013411
sim-1121221206.msf.Rep8,Adaptive,-406.44507396534607,-402.3914581824386
sim-1121221206.msf.Rep8,Deterministic,-419.72035559117774,-402.47023107468135
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-402.57987069661357
sim-1121221206.msf.Rep8,SS,NA,-402.519074717247
sim-1121221206.msf.Rep9,Adaptive,-412.9138425241816,-402.46828741400884
sim-1121221206.msf.Rep9,Deterministic,-418.5314595148781,-402.5324669465547
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-402.59987853812095
sim-1121221206.msf.Rep9,SS,NA,-402.49115621357254
sim-1121221206.msf.Rep10,Adaptive,-410.3894961510583,-402.4408201296003
sim-1121221206.msf.Rep10,Deterministic,-416.0844484823472,-402.47834244954083
sim-1121221206.msf.Rep10,MCMC,NA,0.0
sim-1121221206.msf.Rep10,LIS,NA,-402.53576682917543
sim-1121221206.msf.Rep10,SS,NA,-402.5164631535014
sim-1121221206.msf.Rep11,Adaptive,-404.88189915602925,-402.43858669311584
sim-1121221206.msf.Rep11,Deterministic,-411.53270611836143,-402.46720452897654
sim-1121221206.msf.Rep11,MCMC,NA,0.0
sim-1121221206.msf.Rep11,LIS,NA,-402.49890299381053
sim-1121221206.msf.Rep11,SS,NA,-402.5625785727681
sim-1121221206.msf.Rep12,Adaptive,-412.4794506548259,-402.43952719667175
sim-1121221206.msf.Rep12,Deterministic,-412.07622901934724,-402.43362947052276
sim-1121221206.msf.Rep12,MCMC,NA,0.0
sim-1121221206.msf.Rep12,LIS,NA,-402.5068822678398
sim-1121221206.msf.Rep12,SS,NA,-402.5607795590226
sim-1121221206.msf.Rep13,Adaptive,-417.6498844857872,-402.4692624073499
sim-1121221206.msf.Rep13,Deterministic,-425.11544138668967,-402.47351455228113
sim-1121221206.msf.Rep13,MCMC,NA,0.0
sim-1121221206.msf.Rep13,LIS,NA,-402.6193773239011
sim-1121221206.msf.Rep13,SS,NA,-402.62426034582813
sim-1121221206.msf.Rep14,Adaptive,-413.3329941054728,-402.3472199637269
sim-1121221206.msf.Rep14,Deterministic,-419.81350524872,-402.4250222495972
sim-1121221206.msf.Rep14,MCMC,NA,0.0
sim-1121221206.msf.Rep14,LIS,NA,-402.5689450895752
sim-1121221206.msf.Rep14,SS,NA,-402.52488873923767
