"","#treeName","Method","logZ","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--1872131854.msf.Rep0","ANNEALINGEvolK2P",-20501.4804630152,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"2","sim--1872131854.msf.Rep0","SSEvolK2P",-20500.571129215,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"3","sim--1872131854.msf.Rep0","ANNEALINGJC",-20497.4055649593,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"4","sim--1872131854.msf.Rep0","SSJC",-20496.658245688,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"5","sim--1872131854.msf.Rep0","ANNEALINGEvolGTR",-20499.4977001249,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"6","sim--1872131854.msf.Rep0","SSEvolGTR",-20573.1979198859,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"7","sim--1179998511.msf.Rep0","ANNEALINGEvolK2P",-20237.8957853794,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"8","sim--1179998511.msf.Rep0","SSEvolK2P",-20230.9723574489,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"9","sim--1179998511.msf.Rep0","ANNEALINGJC",-20228.4851871061,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"10","sim--1179998511.msf.Rep0","SSJC",-20229.4171547809,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"11","sim--1179998511.msf.Rep0","ANNEALINGEvolGTR",-20261.2101289459,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"12","sim--1179998511.msf.Rep0","SSEvolGTR",-20287.3150748657,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"13","sim--1503409690.msf.Rep0","ANNEALINGEvolK2P",-20004.9856565088,11,0.9999,2000,15,328,10,"200 100000 200 100000 200 100000"
"14","sim--1503409690.msf.Rep0","SSEvolK2P",-19999.7737392985,11,0.9999,2000,15,328,10,"200 100000 200 100000 200 100000"
"15","sim--1503409690.msf.Rep0","ANNEALINGJC",-19995.6031120313,11,0.9999,2000,15,328,10,"200 100000 200 100000 200 100000"
"16","sim--1503409690.msf.Rep0","SSJC",-19994.6973695143,11,0.9999,2000,15,328,10,"200 100000 200 100000 200 100000"
"17","sim--1503409690.msf.Rep0","ANNEALINGEvolGTR",-20027.2581485551,11,0.9999,2000,15,328,10,"200 100000 200 100000 200 100000"
"18","sim--1503409690.msf.Rep0","SSEvolGTR",-20044.183088757,11,0.9999,2000,15,328,10,"200 100000 200 100000 200 100000"
"19","sim--1917442838.msf.Rep0","ANNEALINGEvolK2P",-20560.7663495615,11,0.9999,2000,15,336,10,"200 100000 200 100000 200 100000"
"20","sim--1917442838.msf.Rep0","SSEvolK2P",-20556.5949382875,11,0.9999,2000,15,336,10,"200 100000 200 100000 200 100000"
"21","sim--1917442838.msf.Rep0","ANNEALINGJC",-20551.9636512418,11,0.9999,2000,15,336,10,"200 100000 200 100000 200 100000"
"22","sim--1917442838.msf.Rep0","SSJC",-20551.724290108,11,0.9999,2000,15,336,10,"200 100000 200 100000 200 100000"
"23","sim--1917442838.msf.Rep0","ANNEALINGEvolGTR",-20560.4480923982,11,0.9999,2000,15,336,10,"200 100000 200 100000 200 100000"
"24","sim--1917442838.msf.Rep0","SSEvolGTR",-20585.8504449761,11,0.9999,2000,15,336,10,"200 100000 200 100000 200 100000"
"25","sim--1225309495.msf.Rep0","ANNEALINGEvolK2P",-17759.5845297218,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"26","sim--1225309495.msf.Rep0","SSEvolK2P",-17755.3953318494,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"27","sim--1225309495.msf.Rep0","ANNEALINGJC",-17760.6030902078,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"28","sim--1225309495.msf.Rep0","SSJC",-17758.0969863294,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"29","sim--1225309495.msf.Rep0","ANNEALINGEvolGTR",-17776.4298666403,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"30","sim--1225309495.msf.Rep0","SSEvolGTR",-17788.3616035511,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"31","sim--1594031659.msf.Rep0","ANNEALINGEvolK2P",-19859.5958000428,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"32","sim--1594031659.msf.Rep0","SSEvolK2P",-19855.7641428489,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"33","sim--1594031659.msf.Rep0","ANNEALINGJC",-19860.7144531803,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"34","sim--1594031659.msf.Rep0","SSJC",-19850.5065640805,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"35","sim--1594031659.msf.Rep0","ANNEALINGEvolGTR",-19890.4841245722,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"36","sim--1594031659.msf.Rep0","SSEvolGTR",-19913.3077826758,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"37","sim--2008064807.msf.Rep0","ANNEALINGEvolK2P",-18227.1720180041,11,0.9999,2000,15,314,10,"200 100000 200 100000 200 100000"
"38","sim--2008064807.msf.Rep0","SSEvolK2P",-18227.1743725895,11,0.9999,2000,15,314,10,"200 100000 200 100000 200 100000"
"39","sim--2008064807.msf.Rep0","ANNEALINGJC",-18222.5404246592,11,0.9999,2000,15,314,10,"200 100000 200 100000 200 100000"
"40","sim--2008064807.msf.Rep0","SSJC",-18215.6962795146,11,0.9999,2000,15,314,10,"200 100000 200 100000 200 100000"
"41","sim--2008064807.msf.Rep0","ANNEALINGEvolGTR",-18191.2650877854,11,0.9999,2000,15,314,10,"200 100000 200 100000 200 100000"
"42","sim--2008064807.msf.Rep0","SSEvolGTR",-18265.4481965164,11,0.9999,2000,15,314,10,"200 100000 200 100000 200 100000"
"43","sim--1361242449.msf.Rep0","ANNEALINGEvolK2P",-22104.5628993989,11,0.9999,2000,15,310,10,"200 100000 200 100000 200 100000"
"44","sim--1361242449.msf.Rep0","SSEvolK2P",-23761.6273999775,11,0.9999,2000,15,310,10,"200 100000 200 100000 200 100000"
"45","sim--1361242449.msf.Rep0","ANNEALINGJC",-22102.9280970233,11,0.9999,2000,15,310,10,"200 100000 200 100000 200 100000"
"46","sim--1361242449.msf.Rep0","SSJC",-22097.1498337558,11,0.9999,2000,15,310,10,"200 100000 200 100000 200 100000"
"47","sim--1361242449.msf.Rep0","ANNEALINGEvolGTR",-22101.8067679776,11,0.9999,2000,15,310,10,"200 100000 200 100000 200 100000"
"48","sim--1361242449.msf.Rep0","SSEvolGTR",-22119.6008227314,11,0.9999,2000,15,310,10,"200 100000 200 100000 200 100000"
"49","sim--1826820869.msf.Rep0","ANNEALINGEvolK2P",-21510.518268737,11,0.9999,2000,15,334,10,"200 100000 200 100000 200 100000"
"50","sim--1826820869.msf.Rep0","SSEvolK2P",-21514.5897432523,11,0.9999,2000,15,334,10,"200 100000 200 100000 200 100000"
"51","sim--1826820869.msf.Rep0","ANNEALINGJC",-21500.0747098869,11,0.9999,2000,15,334,10,"200 100000 200 100000 200 100000"
"52","sim--1826820869.msf.Rep0","SSJC",-21503.2628630592,11,0.9999,2000,15,334,10,"200 100000 200 100000 200 100000"
"53","sim--1826820869.msf.Rep0","ANNEALINGEvolGTR",-21535.8676188409,11,0.9999,2000,15,334,10,"200 100000 200 100000 200 100000"
