"","#treeName","pi_1","pi_2","pi_3","pi_4","r_1","r_2","r_3","r_4","r_5","r_6","alpha","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--1594031659.msf.Rep0",0.240050851324852,0.277912611304828,0.240131148317571,0.240131148317571,0.144956004834381,0.16006894079846,0.148215307786879,0.16276296970637,0.187522173510646,0.196474603363263,2.03222441793143,11,0.9999,2000,15,338,10,"200 100000 200 100000 200 100000"
"2","sim--1179998511.msf.Rep0",0.254734533759972,0.255520076562107,0.240189770501981,0.240189770501981,0.176864017591037,0.181487502367536,0.177561523279867,0.149886157827908,0.148431344391832,0.16576945454182,2.20810810123123,11,0.9999,2000,15,330,10,"200 100000 200 100000 200 100000"
"3","sim--1872131854.msf.Rep0",0.277450183484042,0.202956978747117,0.250106520203502,0.250106520203502,0.171887157916737,0.169794790589944,0.176281421588872,0.161938349807547,0.161391459893487,0.158706820203413,2.69184802803568,11,0.9999,2000,15,349,10,"200 100000 200 100000 200 100000"
"4","sim-1316668952.msf.Rep0",0.235581153918317,0.269078309247716,0.241646437736489,0.241646437736489,0.177816870314538,0.138618328228336,0.175520427579967,0.166994033442618,0.164159136581102,0.176891203853439,4.69681179099095,11,0.9999,2000,15,316,10,"200 100000 200 100000 200 100000"
"5","sim--669109106.msf.Rep0",0.235615792936734,0.266159412769619,0.248973754773055,0.248973754773055,0.160108269193622,0.197326033952568,0.1666781298325,0.159956867324898,0.160202347164923,0.15572835253149,7.94283515447247,11,0.9999,2000,15,319,10,"200 100000 200 100000 200 100000"
"6","sim--1826820869.msf.Rep0",0.226232154264296,0.248310329259965,0.260060170094774,0.260060170094774,0.192261986091392,0.196785128104537,0.15156971995158,0.158236440146032,0.15279825273143,0.148348472975029,5.50195913737515,11,0.9999,2000,15,334,10,"200 100000 200 100000 200 100000"
"7","sim--22286748.msf.Rep0",0.25962093560528,0.239823374161165,0.264589253992721,0.264589253992721,0.153020860078463,0.152581374548812,0.211214065779992,0.142627395959003,0.164795929706052,0.175760373927676,5.75479449964655,11,0.9999,2000,15,315,10,"200 100000 200 100000 200 100000"
"8","sim--1225309495.msf.Rep0",0.220325301851778,0.249088397737112,0.254858210886617,0.254858210886617,0.176742322528464,0.154071666798198,0.16219711131052,0.169942364228766,0.14792309181563,0.189123443318421,5.36359507912823,11,0.9999,2000,15,345,10,"200 100000 200 100000 200 100000"
"9","sim--255075958.msf.Rep0",0.237052632566885,0.242814874046301,0.259232511235485,0.259232511235485,0.175622360793874,0.169041641109623,0.164441725662742,0.160124612475717,0.165606223657062,0.165163436300982,1.96283977649627,11,0.9999,2000,15,343,10,"200 100000 200 100000 200 100000"
"10","sim--714420091.msf.Rep0",0.237722009180464,0.275212871203634,0.230977980363503,0.230977980363503,0.179456396938704,0.158713601128896,0.172223216275854,0.174631285135641,0.144436456521389,0.170539043999517,6.8904668451318,11,0.9999,2000,15,306,10,"200 100000 200 100000 200 100000"
