#treeName,Method,NumericalLogZ,logZ
sim--436676853.msf.Rep0,Adaptive,0.0,-1911.1179778081785
sim--436676853.msf.Rep0,Deterministic,0.0,-1911.2143318167189
sim--436676853.msf.Rep0,MCMC,NA,0.0
sim--436676853.msf.Rep0,SS,NA,-1911.2023281240793
sim--436676853.msf.Rep1,Adaptive,0.0,-1910.043620881526
sim--436676853.msf.Rep1,Deterministic,0.0,-1910.2064056713198
sim--436676853.msf.Rep1,MCMC,NA,0.0
sim--436676853.msf.Rep1,SS,NA,-1911.9864318449129
sim--436676853.msf.Rep2,Adaptive,0.0,-1910.047677353956
sim--436676853.msf.Rep2,Deterministic,0.0,-1910.8646794237861
sim--436676853.msf.Rep2,MCMC,NA,0.0
sim--436676853.msf.Rep2,SS,NA,-1911.1723339212588
sim--436676853.msf.Rep3,Adaptive,0.0,-1910.9411740869302
sim--436676853.msf.Rep3,Deterministic,0.0,-1911.3312143577327
sim--436676853.msf.Rep3,MCMC,NA,0.0
sim--436676853.msf.Rep3,SS,NA,-1911.8867773344596
sim--436676853.msf.Rep4,Adaptive,0.0,-1910.399742185997
sim--436676853.msf.Rep4,Deterministic,0.0,-1910.3582219822263
sim--436676853.msf.Rep4,MCMC,NA,0.0
sim--436676853.msf.Rep4,SS,NA,-1911.6763577627046
sim--436676853.msf.Rep5,Adaptive,0.0,-1912.317175627057
sim--436676853.msf.Rep5,Deterministic,0.0,-1910.5497714674777
sim--436676853.msf.Rep5,MCMC,NA,0.0
sim--436676853.msf.Rep5,SS,NA,-1911.9139632012834
sim--436676853.msf.Rep6,Adaptive,0.0,-1910.4173619767034
sim--436676853.msf.Rep6,Deterministic,0.0,-1910.7692457439198
sim--436676853.msf.Rep6,MCMC,NA,0.0
sim--436676853.msf.Rep6,SS,NA,-1911.8251490153084
sim--436676853.msf.Rep7,Adaptive,0.0,-1910.4025965408493
sim--436676853.msf.Rep7,Deterministic,0.0,-1911.2262128981988
sim--436676853.msf.Rep7,MCMC,NA,0.0
sim--436676853.msf.Rep7,SS,NA,-1911.804887917169
sim--436676853.msf.Rep8,Adaptive,0.0,-1911.5224830596314
sim--436676853.msf.Rep8,Deterministic,0.0,-1911.5416622026128
sim--436676853.msf.Rep8,MCMC,NA,0.0
sim--436676853.msf.Rep8,SS,NA,-1911.927969398141
sim--436676853.msf.Rep9,Adaptive,0.0,-1911.0057378031438
sim--436676853.msf.Rep9,Deterministic,0.0,-1911.1394038007713
sim--436676853.msf.Rep9,MCMC,NA,0.0
sim--436676853.msf.Rep9,SS,NA,-1911.5349713408775
