#treeName,Method,NumericalLogZ,logZ
sim--706515689.msf.Rep0,Adaptive,0.0,-1785.720115252944
sim--706515689.msf.Rep0,Deterministic,0.0,-1784.7425230997976
sim--706515689.msf.Rep1,Adaptive,0.0,-1784.7248146578695
sim--706515689.msf.Rep1,Deterministic,0.0,-1785.451830065597
sim--706515689.msf.Rep2,Adaptive,0.0,-1785.520278615112
sim--706515689.msf.Rep2,Deterministic,0.0,-1785.4793226330823
sim--706515689.msf.Rep3,Adaptive,0.0,-1785.204189871873
sim--706515689.msf.Rep3,Deterministic,0.0,-1785.203947767148
sim--706515689.msf.Rep4,Adaptive,0.0,-1785.7387408656036
sim--706515689.msf.Rep4,Deterministic,0.0,-1785.275557385657
sim--706515689.msf.Rep5,Adaptive,0.0,-1785.0924776008912
sim--706515689.msf.Rep5,Deterministic,0.0,-1785.5181864838005
sim--706515689.msf.Rep6,Adaptive,0.0,-1786.223491247557
sim--706515689.msf.Rep6,Deterministic,0.0,-1786.1043768308411
sim--706515689.msf.Rep7,Adaptive,0.0,-1785.3783402541633
sim--706515689.msf.Rep7,Deterministic,0.0,-1785.5439454898617
sim--706515689.msf.Rep8,Adaptive,0.0,-1786.1079347990694
sim--706515689.msf.Rep8,Deterministic,0.0,-1784.9395151992417
sim--706515689.msf.Rep9,Adaptive,0.0,-1785.4474761965703
sim--706515689.msf.Rep9,Deterministic,0.0,-1785.8779240192841
sim--706515689.msf.Rep10,Adaptive,0.0,-1785.9154738761385
sim--706515689.msf.Rep10,Deterministic,0.0,-1785.6820504726034
sim--706515689.msf.Rep11,Adaptive,0.0,-1785.5042873258124
sim--706515689.msf.Rep11,Deterministic,0.0,-1785.251417339989
sim--706515689.msf.Rep12,Adaptive,0.0,-1785.9320630183581
sim--706515689.msf.Rep12,Deterministic,0.0,-1785.005600676181
sim--706515689.msf.Rep13,Adaptive,0.0,-1785.032286188174
sim--706515689.msf.Rep13,Deterministic,0.0,-1785.4847400569395
sim--706515689.msf.Rep14,Adaptive,0.0,-1786.0850282984059
sim--706515689.msf.Rep14,Deterministic,0.0,-1785.305412351616
sim--706515689.msf.Rep15,Adaptive,0.0,-1785.8946750609305
sim--706515689.msf.Rep15,Deterministic,0.0,-1786.266408380769
sim--706515689.msf.Rep16,Adaptive,0.0,-1786.1454518643839
sim--706515689.msf.Rep16,Deterministic,0.0,-1785.2350935435936
sim--706515689.msf.Rep17,Adaptive,0.0,-1785.1670730413457
sim--706515689.msf.Rep17,Deterministic,0.0,-1785.4292194989084
sim--706515689.msf.Rep18,Adaptive,0.0,-1786.0710798854827
sim--706515689.msf.Rep18,Deterministic,0.0,-1784.6893899915142
sim--706515689.msf.Rep19,Adaptive,0.0,-1785.8463395052524
sim--706515689.msf.Rep19,Deterministic,0.0,-1785.576085282649
