#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,0.0,-1255.4218639153971
sim-1121221206.msf.Rep0,Deterministic,0.0,-1255.1957567182315
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-1255.902255305699
sim-1121221206.msf.Rep0,SS,NA,-1256.313494642656
sim-1121221206.msf.Rep1,Adaptive,0.0,-1255.4802816923502
sim-1121221206.msf.Rep1,Deterministic,0.0,-1255.3605573002603
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-1255.7957618383227
sim-1121221206.msf.Rep1,SS,NA,-1256.1354060288177
sim-1121221206.msf.Rep2,Adaptive,0.0,-1255.8502883511733
sim-1121221206.msf.Rep2,Deterministic,0.0,-1255.6160706981418
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-1256.2820709879034
sim-1121221206.msf.Rep2,SS,NA,-1255.9131142038232
sim-1121221206.msf.Rep3,Adaptive,0.0,-1255.8258210016656
sim-1121221206.msf.Rep3,Deterministic,0.0,-1255.3963769206305
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-1256.0456826426491
sim-1121221206.msf.Rep3,SS,NA,-1256.0300289125953
sim-1121221206.msf.Rep4,Adaptive,0.0,-1255.5193776180954
sim-1121221206.msf.Rep4,Deterministic,0.0,-1255.7580110647882
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-1255.9254524998996
sim-1121221206.msf.Rep4,SS,NA,-1255.8665875172424
sim-1121221206.msf.Rep5,Adaptive,0.0,-1255.458807208851
sim-1121221206.msf.Rep5,Deterministic,0.0,-1255.7214641216967
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-1256.4118013229745
sim-1121221206.msf.Rep5,SS,NA,-1256.0664279905925
sim-1121221206.msf.Rep6,Adaptive,0.0,-1255.0534824167435
sim-1121221206.msf.Rep6,Deterministic,0.0,-1255.3383406679513
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-1255.9304702414793
sim-1121221206.msf.Rep6,SS,NA,-1256.0535361707484
sim-1121221206.msf.Rep7,Adaptive,0.0,-1255.3375546843042
sim-1121221206.msf.Rep7,Deterministic,0.0,-1255.0648593550934
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-1255.7928282627036
sim-1121221206.msf.Rep7,SS,NA,-1255.9984621321169
sim-1121221206.msf.Rep8,Adaptive,0.0,-1255.925180291481
sim-1121221206.msf.Rep8,Deterministic,0.0,-1255.4093411500294
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-1255.9058822758725
sim-1121221206.msf.Rep8,SS,NA,-1256.0939556285196
sim-1121221206.msf.Rep9,Adaptive,0.0,-1255.739979214084
sim-1121221206.msf.Rep9,Deterministic,0.0,-1255.4799889292121
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-1255.856637069894
sim-1121221206.msf.Rep9,SS,NA,-1256.0649148068155
