#treeName,Method,NumericalLogZ,logZ
sim-1121221206.msf.Rep0,Adaptive,0.0,-1255.4823459156535
sim-1121221206.msf.Rep0,Deterministic,0.0,-1255.6283237306097
sim-1121221206.msf.Rep0,MCMC,NA,0.0
sim-1121221206.msf.Rep0,LIS,NA,-1255.5963367530812
sim-1121221206.msf.Rep0,SS,NA,-1255.85789121219
sim-1121221206.msf.Rep1,Adaptive,0.0,-1255.7043067292084
sim-1121221206.msf.Rep1,Deterministic,0.0,-1255.295060590199
sim-1121221206.msf.Rep1,MCMC,NA,0.0
sim-1121221206.msf.Rep1,LIS,NA,-1256.0710943261631
sim-1121221206.msf.Rep1,SS,NA,-1256.0569373928358
sim-1121221206.msf.Rep2,Adaptive,0.0,-1255.6327115292413
sim-1121221206.msf.Rep2,Deterministic,0.0,-1255.60202563921
sim-1121221206.msf.Rep2,MCMC,NA,0.0
sim-1121221206.msf.Rep2,LIS,NA,-1256.0338509661492
sim-1121221206.msf.Rep2,SS,NA,-1256.0765036246519
sim-1121221206.msf.Rep3,Adaptive,0.0,-1255.7342532069788
sim-1121221206.msf.Rep3,Deterministic,0.0,-1255.606492583605
sim-1121221206.msf.Rep3,MCMC,NA,0.0
sim-1121221206.msf.Rep3,LIS,NA,-1256.0489255435646
sim-1121221206.msf.Rep3,SS,NA,-1255.9386231112303
sim-1121221206.msf.Rep4,Adaptive,0.0,-1255.7189171119999
sim-1121221206.msf.Rep4,Deterministic,0.0,-1255.7757717279749
sim-1121221206.msf.Rep4,MCMC,NA,0.0
sim-1121221206.msf.Rep4,LIS,NA,-1256.0598930652445
sim-1121221206.msf.Rep4,SS,NA,-1256.2354655315153
sim-1121221206.msf.Rep5,Adaptive,0.0,-1255.402900179634
sim-1121221206.msf.Rep5,Deterministic,0.0,-1255.6719665352518
sim-1121221206.msf.Rep5,MCMC,NA,0.0
sim-1121221206.msf.Rep5,LIS,NA,-1255.9811549945712
sim-1121221206.msf.Rep5,SS,NA,-1255.6435550482033
sim-1121221206.msf.Rep6,Adaptive,0.0,-1255.550175248986
sim-1121221206.msf.Rep6,Deterministic,0.0,-1255.6461026317786
sim-1121221206.msf.Rep6,MCMC,NA,0.0
sim-1121221206.msf.Rep6,LIS,NA,-1255.6189347853149
sim-1121221206.msf.Rep6,SS,NA,-1256.030344816677
sim-1121221206.msf.Rep7,Adaptive,0.0,-1255.3648035803417
sim-1121221206.msf.Rep7,Deterministic,0.0,-1255.5988679359275
sim-1121221206.msf.Rep7,MCMC,NA,0.0
sim-1121221206.msf.Rep7,LIS,NA,-1255.9231427413947
sim-1121221206.msf.Rep7,SS,NA,-1255.966429165169
sim-1121221206.msf.Rep8,Adaptive,0.0,-1255.6054839108892
sim-1121221206.msf.Rep8,Deterministic,0.0,-1255.3828949869642
sim-1121221206.msf.Rep8,MCMC,NA,0.0
sim-1121221206.msf.Rep8,LIS,NA,-1256.1783708318399
sim-1121221206.msf.Rep8,SS,NA,-1256.0882244267343
sim-1121221206.msf.Rep9,Adaptive,0.0,-1255.7669422200754
sim-1121221206.msf.Rep9,Deterministic,0.0,-1255.5881313912703
sim-1121221206.msf.Rep9,MCMC,NA,0.0
sim-1121221206.msf.Rep9,LIS,NA,-1255.8174225610353
sim-1121221206.msf.Rep9,SS,NA,-1255.5783798668717
