"","#treeName","pi_1","pi_2","pi_3","pi_4","r_1","r_2","r_3","r_4","r_5","r_6","alpha","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,0.496281502539953,11,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"2","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,4.61698101537909,99,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"3","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,16.0970653415862,66,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"4","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,10.6098043092077,44,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"5","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,19.1533358311562,22,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"6","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,2.67553390092631,33,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"7","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,18.7308602684965,88,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"8","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,9.23221675928172,77,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"9","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,5.13022948973936,100,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
"10","sim--968354913.msf.Rep0",0.262192442191585,0.187002900252916,0.169269195671501,0.381535461883997,0.119160626876821,0.167117005378302,0.244759485541528,0.131597247328685,0.107826723125663,0.229538911749,6.77293304158795,55,0.99999,100,10,13199,10,"1000 100000 1000 100000 1000 100000"
