"","#treeName","Method","logZ","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--2111155351.msf.Rep0","ANNEALINGEvolK2P",-10835.6604262333,7181,0.9999,1000,15,218,10,"100 100000 100 100000 100 100000"
"2","sim--2111155351.msf.Rep0","SSEvolK2P",-11020.8217648309,7181,0.9999,1000,15,218,10,"100 100000 100 100000 100 100000"
"3","sim--2111155351.msf.Rep0","ANNEALINGJC",-10830.8740396368,7181,0.9999,1000,15,218,10,"100 100000 100 100000 100 100000"
"4","sim--2111155351.msf.Rep0","SSJC",-10823.6500403295,7181,0.9999,1000,15,218,10,"100 100000 100 100000 100 100000"
"5","sim--2111155351.msf.Rep0","ANNEALINGEvolGTR",-10864.709487273,7181,0.9999,1000,15,218,10,"100 100000 100 100000 100 100000"
"6","sim--2111155351.msf.Rep0","SSEvolGTR",-10948.8169915151,7181,0.9999,1000,15,218,10,"100 100000 100 100000 100 100000"
"7","sim--1464332993.msf.Rep0","ANNEALINGEvolK2P",-11137.8227382936,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"8","sim--1464332993.msf.Rep0","SSEvolK2P",-11156.1263641439,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"9","sim--1464332993.msf.Rep0","ANNEALINGJC",-11130.9634422555,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"10","sim--1464332993.msf.Rep0","SSJC",-11127.4365041587,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"11","sim--1464332993.msf.Rep0","ANNEALINGEvolGTR",-11154.0056052317,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"12","sim--1464332993.msf.Rep0","SSEvolGTR",-11201.8413721376,7181,0.9999,1000,15,214,10,"100 100000 100 100000 100 100000"
"13","sim--1787744172.msf.Rep0","ANNEALINGEvolK2P",-11829.0166881858,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"14","sim--1787744172.msf.Rep0","SSEvolK2P",-11838.7932782175,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"15","sim--1787744172.msf.Rep0","ANNEALINGJC",-11821.9555324888,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"16","sim--1787744172.msf.Rep0","SSJC",-11823.0401832899,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"17","sim--1787744172.msf.Rep0","ANNEALINGEvolGTR",-11836.0943122653,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"18","sim--1787744172.msf.Rep0","SSEvolGTR",-12233.7297699572,7181,0.9999,1000,15,212,10,"100 100000 100 100000 100 100000"
"19","sim--1373711024.msf.Rep0","ANNEALINGEvolK2P",-11207.1748411966,7181,0.9999,1000,15,204,10,"100 100000 100 100000 100 100000"
"20","sim--1373711024.msf.Rep0","SSEvolK2P",-11283.459246885,7181,0.9999,1000,15,204,10,"100 100000 100 100000 100 100000"
"21","sim--1373711024.msf.Rep0","ANNEALINGJC",-11201.8904790486,7181,0.9999,1000,15,204,10,"100 100000 100 100000 100 100000"
"22","sim--1373711024.msf.Rep0","SSJC",-11197.5397083827,7181,0.9999,1000,15,204,10,"100 100000 100 100000 100 100000"
"23","sim--1373711024.msf.Rep0","ANNEALINGEvolGTR",-11216.4618484853,7181,0.9999,1000,15,204,10,"100 100000 100 100000 100 100000"
"24","sim--1373711024.msf.Rep0","SSEvolGTR",-11239.0946887388,7181,0.9999,1000,15,204,10,"100 100000 100 100000 100 100000"
"25","sim--1140921814.msf.Rep0","ANNEALINGEvolK2P",-11932.2557198576,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"26","sim--1140921814.msf.Rep0","SSEvolK2P",-12008.7505992304,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"27","sim--1140921814.msf.Rep0","ANNEALINGJC",-11924.0832096797,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"28","sim--1140921814.msf.Rep0","SSJC",-11914.2760312261,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"29","sim--1140921814.msf.Rep0","ANNEALINGEvolGTR",-11928.372834791,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"30","sim--1140921814.msf.Rep0","SSEvolGTR",-12046.955149056,7181,0.9999,1000,15,208,10,"100 100000 100 100000 100 100000"
"31","sim-1258889392.msf.Rep0","ANNEALINGEvolK2P",-11563.6869816811,7181,0.9999,1000,15,201,10,"100 100000 100 100000 100 100000"
"32","sim-1258889392.msf.Rep0","SSEvolK2P",-11575.3777766769,7181,0.9999,1000,15,201,10,"100 100000 100 100000 100 100000"
"33","sim-1258889392.msf.Rep0","ANNEALINGJC",-11553.129961061,7181,0.9999,1000,15,201,10,"100 100000 100 100000 100 100000"
"34","sim-1258889392.msf.Rep0","SSJC",-11554.9892934354,7181,0.9999,1000,15,201,10,"100 100000 100 100000 100 100000"
"35","sim-1258889392.msf.Rep0","ANNEALINGEvolGTR",-11585.2582445454,7181,0.9999,1000,15,201,10,"100 100000 100 100000 100 100000"
"36","sim-1258889392.msf.Rep0","SSEvolGTR",-11661.8840181822,7181,0.9999,1000,15,201,10,"100 100000 100 100000 100 100000"
"37","sim--125377293.msf.Rep0","ANNEALINGEvolK2P",-12106.7058178307,7181,0.9999,1000,15,219,10,"100 100000 100 100000 100 100000"
"38","sim--125377293.msf.Rep0","SSEvolK2P",-12136.7256788616,7181,0.9999,1000,15,219,10,"100 100000 100 100000 100 100000"
"39","sim--125377293.msf.Rep0","ANNEALINGJC",-12107.3551820511,7181,0.9999,1000,15,219,10,"100 100000 100 100000 100 100000"
"40","sim--125377293.msf.Rep0","SSJC",-12100.4928333578,7181,0.9999,1000,15,219,10,"100 100000 100 100000 100 100000"
"41","sim--125377293.msf.Rep0","ANNEALINGEvolGTR",-12142.6248922692,7181,0.9999,1000,15,219,10,"100 100000 100 100000 100 100000"
"42","sim--125377293.msf.Rep0","SSEvolGTR",-12259.7769800623,7181,0.9999,1000,15,219,10,"100 100000 100 100000 100 100000"
"43","sim--448788472.msf.Rep0","ANNEALINGEvolK2P",-10142.9098121847,7181,0.9999,1000,15,217,10,"100 100000 100 100000 100 100000"
"44","sim--448788472.msf.Rep0","SSEvolK2P",-10147.2592282828,7181,0.9999,1000,15,217,10,"100 100000 100 100000 100 100000"
"45","sim--448788472.msf.Rep0","ANNEALINGJC",-10136.5052363999,7181,0.9999,1000,15,217,10,"100 100000 100 100000 100 100000"
"46","sim--448788472.msf.Rep0","SSJC",-10130.9298899078,7181,0.9999,1000,15,217,10,"100 100000 100 100000 100 100000"
"47","sim--448788472.msf.Rep0","ANNEALINGEvolGTR",-10147.4972623621,7181,0.9999,1000,15,217,10,"100 100000 100 100000 100 100000"
"48","sim--448788472.msf.Rep0","SSEvolGTR",-10193.37779499,7181,0.9999,1000,15,217,10,"100 100000 100 100000 100 100000"
"49","sim--403477487.msf.Rep0","ANNEALINGEvolK2P",-12437.894955417,7181,0.9999,1000,15,202,10,"100 100000 100 100000 100 100000"
"50","sim--403477487.msf.Rep0","SSEvolK2P",-12483.4764805453,7181,0.9999,1000,15,202,10,"100 100000 100 100000 100 100000"
"51","sim--403477487.msf.Rep0","ANNEALINGJC",-12433.6494295488,7181,0.9999,1000,15,202,10,"100 100000 100 100000 100 100000"
"52","sim--403477487.msf.Rep0","SSJC",-12425.9453346594,7181,0.9999,1000,15,202,10,"100 100000 100 100000 100 100000"
